entity,year,schizophrenia,bipolar_disorder,eating_disorder,anxiety_disorder,substance_use_disorder,depression,alcohol_use_disorder
Comoros,2009,0.1693,0.655121,0.110218,3.603281,0.489599,3.277813,1.501032
Congo,2009,0.167037,0.611984,0.15139,3.260843,0.556502,4.131639,1.460145
Costa Rica,2009,0.211143,0.83851,0.266174,2.911825,0.752342,2.877157,1.444609
Cote d'Ivoire,2009,0.16733,0.616791,0.125684,2.862699,0.504491,3.248017,1.021907
Croatia,2009,0.207353,0.720025,0.210203,3.459418,0.763321,2.803082,2.085341
Cuba,2009,0.202795,0.941828,0.242274,4.618013,0.7604,3.375126,1.706818
Cyprus,2009,0.253718,0.93727,0.509725,5.305072,0.557617,3.283119,1.106114
Czech Republic,2009,0.208551,0.720035,0.231436,3.452656,0.903147,2.717684,2.120999
Democratic Republic of Congo,2009,0.155561,0.619655,0.080115,3.24058,0.493925,3.931684,1.328796
Denmark,2009,0.252256,1.005264,0.537621,5.317274,0.849113,3.283858,1.798877
Djibouti,2009,0.17228,0.652763,0.125515,3.515414,0.512072,3.567233,1.586907
Dominica,2009,0.199015,0.887753,0.267249,4.542583,0.895662,2.598156,2.008506
Dominican Republic,2009,0.196412,0.886135,0.274852,4.534481,0.634138,3.058681,1.579646
East Asia,2009,0.327773,0.323063,0.13023,3.170561,1.028438,3.396891,1.229806
Eastern Europe,2009,0.193517,0.678341,0.19979,2.94487,0.929253,3.841211,5.242516
Eastern Sub-Saharan Africa,2009,0.160315,0.621228,0.104055,3.60216,0.497465,3.859252,1.600459
Ecuador,2009,0.19991,0.87876,0.330934,4.291059,0.662893,2.958505,1.809111
Egypt,2009,0.185839,0.770302,0.17762,4.317776,1.371571,3.181375,0.657795
El Salvador,2009,0.194857,0.76644,0.225559,2.925243,0.583041,3.032828,2.801696
England,2009,0.25357,1.105881,0.547649,4.529527,1.777551,4.117535,1.787437
Equatorial Guinea,2009,0.182512,0.62055,0.272418,3.286508,0.533708,4.15754,1.45682
Eritrea,2009,0.158476,0.61581,0.101529,3.64583,0.519711,3.867957,1.771846
Estonia,2009,0.201505,0.707937,0.246115,2.968526,1.122781,4.051133,5.015085
Ethiopia,2009,0.158688,0.624858,0.089005,3.691812,0.4811,3.88421,1.831376
Fiji,2009,0.236536,0.450189,0.139411,3.26059,0.743264,3.176639,1.090014
Finland,2009,0.269107,1.004038,0.589991,3.744249,0.874919,4.997501,2.839515
France,2009,0.257696,0.963653,0.555602,6.677648,1.216404,4.339659,1.494495
Gabon,2009,0.180979,0.637274,0.220274,3.28467,0.575607,4.081139,1.496413
Gambia,2009,0.169412,0.644572,0.112637,2.901293,0.478991,4.129868,0.940305
Georgia,2009,0.192744,0.706912,0.149798,2.598333,0.460296,2.783439,2.014391
Germany,2009,0.251566,0.780681,0.512774,6.574972,0.899817,3.927844,2.065072
Ghana,2009,0.171267,0.637682,0.129761,2.904623,0.593783,3.376001,0.991912
Greece,2009,0.254121,0.946554,0.575401,5.800585,0.51886,4.339084,1.130703
Greenland,2009,0.317994,0.592464,0.518085,5.681434,1.861386,6.440824,3.427518
Grenada,2009,0.198651,0.892319,0.275582,4.543595,0.770602,2.785947,1.699565
Guam,2009,0.26132,0.479122,0.248807,3.323147,0.798196,3.514411,1.242718
Guatemala,2009,0.191358,0.739416,0.221864,2.890026,0.683366,3.374171,2.734925
Guinea,2009,0.164815,0.627723,0.106636,2.891235,0.433785,3.535604,0.934195
Guinea-Bissau,2009,0.162004,0.61275,0.107201,2.906685,0.464856,3.648185,0.984091
Guyana,2009,0.183647,0.840966,0.212965,4.506029,0.710962,4.235203,2.043699
Haiti,2009,0.171631,0.798715,0.1573,4.492318,0.614501,2.965933,1.666707
High SDI,2009,0.293516,0.752529,0.487599,5.324056,1.663824,3.873861,1.576814
High-income,2009,0.288982,0.793778,0.525964,5.677416,1.718093,4.054091,1.570996
High-income Asia Pacific,2009,0.289117,0.654049,0.438693,3.620905,0.880153,3.060964,1.016881
High-middle SDI,2009,0.269086,0.569385,0.194808,3.827242,1.079184,3.609197,1.957931
Honduras,2009,0.18786,0.747111,0.191746,2.848776,0.683492,2.727727,1.765344
Hungary,2009,0.204192,0.701953,0.224898,3.463672,0.719317,2.77864,2.212293
Iceland,2009,0.256947,0.964146,0.53937,5.272222,0.685423,3.360182,1.208499
India,2009,0.263537,0.554619,0.133841,3.287489,0.499124,3.577715,1.237784
Indonesia,2009,0.223974,0.538839,0.128568,3.27062,0.562511,2.612387,0.636352
Iran,2009,0.20107,0.814361,0.224103,7.141882,2.093679,4.921871,0.601848
Iraq,2009,0.186658,0.663875,0.183805,4.690577,1.753418,3.693152,0.654177
Ireland,2009,0.324699,0.802515,0.51771,5.805333,1.072949,4.34969,2.115312
Israel,2009,0.262472,0.922259,0.435409,3.071033,0.679267,4.097488,0.523383
Italy,2009,0.237003,0.946046,0.621071,5.606887,1.378248,3.447503,0.465679
Jamaica,2009,0.198868,0.926036,0.256082,4.568348,0.948209,2.555994,1.441276
Japan,2009,0.301931,0.687791,0.458745,3.545616,0.874537,3.116651,0.564908
Jordan,2009,0.192352,0.810212,0.179811,4.914553,1.502042,3.58732,0.649564
Kazakhstan,2009,0.195483,0.664694,0.203306,2.598553,0.656172,3.536234,3.571414
Kenya,2009,0.16903,0.640549,0.124891,3.612648,0.4721,3.583207,1.259909
Kiribati,2009,0.208388,0.423703,0.091979,3.272447,0.709154,3.190751,1.046129
Kuwait,2009,0.214773,0.85856,0.333687,4.818476,1.555646,3.537446,0.683953
Kyrgyzstan,2009,0.180088,0.662022,0.119698,2.553108,0.541443,3.081771,3.012438
Laos,2009,0.208227,0.529936,0.107749,4.195018,0.669561,2.865837,0.922244
Latin America and Caribbean,2009,0.203275,0.931015,0.271856,4.586316,0.86485,3.072673,2.111224
Latvia,2009,0.196951,0.69534,0.208834,2.94345,1.016952,3.509444,4.479028
Lebanon,2009,0.197011,0.992725,0.210819,6.041131,2.03044,3.821405,0.654111
Lesotho,2009,0.158547,0.6046,0.125463,3.468821,0.749495,5.591766,1.677848
Liberia,2009,0.15938,0.62875,0.085117,2.866867,0.50285,3.765529,0.94409
Libya,2009,0.199142,0.804712,0.246635,4.960662,2.454833,3.781603,0.686935
Lithuania,2009,0.196598,0.6954,0.2085,2.920718,0.575716,4.22272,4.523478
Low SDI,2009,0.212841,0.590558,0.107734,3.512018,0.555909,3.640829,1.292341
Low-middle SDI,2009,0.231491,0.605954,0.142486,3.637169,0.70842,3.699009,1.316771
Luxembourg,2009,0.262941,0.934581,0.728533,5.326897,0.961578,3.642918,1.383839
Macedonia,2009,0.200318,0.70905,0.169192,3.393408,0.47651,2.344126,1.864388
Madagascar,2009,0.16329,0.630609,0.101808,3.546337,0.490049,3.689922,1.505621
Malawi,2009,0.153078,0.602295,0.096241,3.595619,0.496395,3.335781,1.613208
Malaysia,2009,0.247522,0.57697,0.185006,4.483892,0.649421,3.389505,0.643651
Maldives,2009,0.236921,0.561784,0.152911,3.251849,0.639949,3.245244,0.787344
Mali,2009,0.166345,0.626758,0.111272,2.877546,0.426422,2.925684,0.899629
Malta,2009,0.256167,0.961906,0.482382,5.319233,0.870248,3.333704,1.098302
Marshall Islands,2009,0.217369,0.42858,0.108516,3.230184,0.764768,3.121869,1.216241
Mauritania,2009,0.17731,0.659247,0.135421,2.916252,0.483293,3.013852,0.921169
Mauritius,2009,0.237385,0.563268,0.167349,3.316865,0.69467,3.561231,1.271076
Mexico,2009,0.210241,0.8155,0.307935,3.17733,0.778655,2.766796,1.718196
Micronesia (country),2009,0.219074,0.436961,0.108012,3.256227,0.766296,3.155893,1.165395
Middle SDI,2009,0.259671,0.535324,0.160384,3.369057,0.817052,3.206224,1.251659
Moldova,2009,0.18116,0.67775,0.129596,2.879431,0.622215,3.44027,3.94372
Mongolia,2009,0.185872,0.651976,0.153606,2.514831,0.517451,3.573566,3.421453
Montenegro,2009,0.201288,0.711087,0.181026,3.429727,0.627388,2.587371,1.840735
Morocco,2009,0.184356,0.778764,0.160515,4.982601,1.539857,5.707314,0.569634
Mozambique,2009,0.153674,0.607629,0.093269,3.61686,0.511412,3.870769,1.676117
Myanmar,2009,0.205114,0.506868,0.102574,3.287142,0.564461,2.250691,0.864287
Namibia,2009,0.174295,0.628577,0.182922,3.483131,0.753976,3.384934,1.705268
Nepal,2009,0.244777,0.579959,0.115113,3.822372,0.490505,3.731793,1.481138
Netherlands,2009,0.374802,0.947318,0.444633,6.5191,0.924909,4.039477,0.723056
New Zealand,2009,0.341023,1.20533,0.65849,8.571885,2.05238,4.005163,1.706981
Nicaragua,2009,0.197723,0.796209,0.190718,2.903602,0.568293,2.871507,2.080608
Niger,2009,0.162175,0.629567,0.090406,2.879284,0.443225,3.434348,0.90626
Nigeria,2009,0.178594,0.639985,0.145499,2.889326,0.44904,4.195954,0.949655
North Africa and Middle East,2009,0.194543,0.7901,0.201667,4.979543,1.672622,3.958931,0.65741
North America,2009,0.335547,0.659533,0.528097,6.58016,2.893915,4.68335,1.964265
North Korea,2009,0.233905,0.32598,0.090424,3.257869,0.881404,3.129842,1.330849
Northern Ireland,2009,0.261856,1.141716,0.517271,8.120131,1.27778,4.337592,1.136936
Northern Mariana Islands,2009,0.261294,0.488455,0.215637,3.313416,0.769668,3.092448,1.458047
Norway,2009,0.211358,0.85728,0.567877,7.622946,0.921402,3.593259,1.432227
Oceania,2009,0.212258,0.419804,0.10477,3.201127,0.723807,3.181582,1.181223
Oman,2009,0.201959,0.790194,0.265776,4.698751,1.493931,3.466375,0.67468
Pakistan,2009,0.256068,0.571813,0.143661,3.799424,0.681122,3.331079,1.488376
Palestine,2009,0.186753,0.82147,0.13393,4.967545,1.48708,4.89245,0.643913
Panama,2009,0.208828,0.806989,0.2758,2.872253,0.707738,2.654011,1.394363
Papua New Guinea,2009,0.205668,0.410349,0.096806,3.183365,0.719639,3.189303,1.201211
Paraguay,2009,0.199419,1.071469,0.218252,5.993405,0.52973,2.917321,2.29586
Peru,2009,0.200574,0.888844,0.35127,4.254976,0.591217,2.268163,1.474662
Philippines,2009,0.218606,0.531782,0.120814,3.247786,0.625624,2.722347,0.888783
Poland,2009,0.20426,0.708863,0.207779,3.45996,0.819354,2.282486,2.008557
Portugal,2009,0.248755,0.923296,0.49907,5.368501,0.672078,4.786921,1.296957
Puerto Rico,2009,0.212515,0.941822,0.413018,4.688132,1.129682,2.728431,1.764024
Qatar,2009,0.215105,0.822013,0.315596,4.362986,1.832219,3.5173,0.730138
Romania,2009,0.197901,0.749478,0.180617,3.234495,0.4472,2.332176,1.734348
Russia,2009,0.194852,0.673637,0.21315,2.949555,1.034856,3.707287,5.371662
Rwanda,2009,0.159827,0.621302,0.10173,3.665557,0.591113,3.857369,2.338632
Saint Lucia,2009,0.199399,0.904079,0.277745,4.59926,0.910735,2.8287,1.882419
Saint Vincent and the Grenadines,2009,0.195566,0.878632,0.262933,4.518056,0.795824,2.844574,2.165248
Samoa,2009,0.234565,0.460304,0.123154,3.253852,0.858759,3.071052,1.101828
Sao Tome and Principe,2009,0.176559,0.661421,0.124605,2.915221,0.467317,3.106143,0.999623
Saudi Arabia,2009,0.203634,0.814306,0.268766,4.742376,1.541319,3.47717,0.671461
Scotland,2009,0.236251,0.942457,0.46708,4.738449,1.903229,4.135627,3.279698
Senegal,2009,0.171769,0.646031,0.120001,2.889773,0.463784,3.275408,0.916401
Serbia,2009,0.197763,0.695859,0.174636,3.406051,0.455231,2.609186,2.019433
Seychelles,2009,0.243027,0.566254,0.182531,3.319791,0.781811,2.901364,0.859523
Sierra Leone,2009,0.163355,0.62302,0.101324,2.879684,0.474647,3.589456,0.928664
Singapore,2009,0.272513,0.73183,0.500104,3.710013,0.903514,3.422751,0.47119
Slovakia,2009,0.206123,0.71018,0.215583,3.450786,0.701324,2.434655,2.405223
Slovenia,2009,0.211214,0.724087,0.233288,3.460681,0.910684,2.989215,2.214541
Solomon Islands,2009,0.208439,0.426826,0.088318,3.198232,0.681096,3.175994,1.13234
Somalia,2009,0.153402,0.617825,0.077297,3.52839,0.486709,3.768744,1.545433
South Africa,2009,0.180478,0.634574,0.20983,4.00583,1.053356,3.708589,1.655148
South Asia,2009,0.261479,0.5596,0.133305,3.433974,0.517513,3.617849,1.284946
South Korea,2009,0.262215,0.56998,0.389177,3.79654,0.886388,2.962159,2.06757
South Sudan,2009,0.168477,0.623755,0.134372,3.496856,0.491781,3.666725,1.554418
Southeast Asia,2009,0.225281,0.538718,0.127722,3.151407,0.619878,2.785994,0.899039
"Southeast Asia, East Asia, and Oceania",2009,0.298199,0.383402,0.128874,3.143468,0.907142,3.24202,1.141569
Southern Latin America,2009,0.197997,0.775954,0.377687,6.26875,1.009189,3.752985,2.014255
Southern Sub-Saharan Africa,2009,0.175898,0.629078,0.190858,3.80916,0.97262,3.657643,1.636831
Spain,2009,0.280047,0.976659,0.712882,5.253633,1.408406,3.441262,0.898174
Sri Lanka,2009,0.231506,0.566423,0.13639,3.354323,0.664592,3.475191,1.027872
Sub-Saharan Africa,2009,0.166957,0.626806,0.123057,3.286403,0.535287,3.831525,1.312108
Sudan,2009,0.173452,0.74325,0.132055,4.865911,1.306732,3.786401,0.643893
Suriname,2009,0.185172,0.864967,0.283805,4.533075,0.683757,4.019964,1.770043
Swaziland,2009,0.170729,0.606177,0.182409,3.474428,0.788813,3.990293,1.73794
Sweden,2009,0.279036,1.060232,0.539912,5.310518,0.622104,4.557249,1.83905
Switzerland,2009,0.261083,0.951921,0.564658,5.356936,1.041678,3.802627,1.390568
Syria,2009,0.189574,0.807447,0.160506,4.936652,1.411914,3.519251,0.617513
Taiwan,2009,0.256529,0.352457,0.225849,3.44295,0.865764,3.026893,1.949686
Tajikistan,2009,0.179498,0.663414,0.107491,2.511533,0.450678,2.538852,2.262337
Tanzania,2009,0.162291,0.622411,0.116341,3.582668,0.505858,3.652599,1.533859
Thailand,2009,0.230244,0.540633,0.1586,3.315926,0.802976,3.109989,0.86686
Timor,2009,0.200798,0.501275,0.104916,3.215764,0.615856,3.154088,0.808282
Togo,2009,0.163469,0.628095,0.103037,2.900811,0.460778,3.653437,0.968086
Tonga,2009,0.235019,0.461995,0.122268,3.285562,0.748608,2.915566,1.118877
Trinidad and Tobago,2009,0.176099,0.896938,0.369773,4.623764,0.72015,3.345057,1.726114
Tropical Latin America,2009,0.204035,1.104382,0.259087,6.385446,1.010318,3.570569,2.696587
Tunisia,2009,0.197078,0.836263,0.189763,5.049528,1.600396,3.90976,0.650174
Turkey,2009,0.218774,0.845549,0.273843,3.900842,1.439692,3.789391,0.76655
Turkmenistan,2009,0.190013,0.663969,0.166676,2.555777,0.505971,2.835529,2.855134
Uganda,2009,0.157657,0.606382,0.109304,3.475837,0.532822,5.228532,1.285336
Ukraine,2009,0.189694,0.68634,0.163471,2.937026,0.661327,4.200979,4.984624
United Arab Emirates,2009,0.213088,0.801115,0.262274,4.20029,3.041112,2.86936,0.76949
United Kingdom,2009,0.252212,1.084992,0.53752,4.665486,1.763232,4.121572,1.889701
United States,2009,0.337887,0.653468,0.534175,6.73779,2.966808,4.76595,2.005749
United States Virgin Islands,2009,0.219389,0.936571,0.501095,4.730069,0.81016,2.917679,2.212884
Uruguay,2009,0.196968,0.778005,0.35912,6.284727,0.947733,3.514906,1.122794
Uzbekistan,2009,0.184456,0.666285,0.134998,2.546898,0.463572,2.887711,2.040843
Vanuatu,2009,0.214484,0.426386,0.10347,3.209514,0.672757,3.148695,1.199788
Venezuela,2009,0.204431,0.775964,0.277657,2.855829,0.610901,2.799687,1.360575
Vietnam,2009,0.238224,0.548607,0.111049,2.026705,0.660234,2.901149,1.682082
Wales,2009,0.251227,0.937842,0.492582,4.774447,1.585441,4.041017,1.637943
Western Europe,2009,0.260322,0.942882,0.565988,5.719652,1.179014,3.932827,1.422725
Western Sub-Saharan Africa,2009,0.172626,0.634322,0.129921,2.888281,0.472327,3.814276,0.959189
World,2009,0.254696,0.591622,0.196916,3.796921,0.910655,3.454304,1.448085
Yemen,2009,0.173329,0.734872,0.13961,4.839962,1.322232,4.018842,0.635702
Zambia,2009,0.162138,0.603377,0.126889,3.560029,0.495905,3.498901,1.630197
Zimbabwe,2009,0.15566,0.606758,0.117229,3.083515,0.750769,3.10252,1.511053
