entity,year,schizophrenia,bipolar_disorder,eating_disorder,anxiety_disorder,substance_use_disorder,depression,alcohol_use_disorder
Georgia,2014,0.195209,0.707955,0.164708,2.598647,0.478933,2.791195,2.062926
Germany,2014,0.251591,0.780441,0.521992,6.57494,0.896422,3.940119,1.974528
Ghana,2014,0.173326,0.639912,0.138663,2.918105,0.611094,3.375781,1.000832
Greece,2014,0.253543,0.947957,0.572011,5.801559,0.541156,4.252704,1.133881
Greenland,2014,0.319439,0.594009,0.533453,5.707748,1.939366,6.346992,3.227167
Grenada,2014,0.199527,0.89312,0.283951,4.533806,0.772086,2.773385,1.730807
Guam,2014,0.261292,0.47857,0.250894,3.314056,0.804113,3.514454,1.261902
Guatemala,2014,0.192491,0.741737,0.227451,2.900451,0.677763,3.265867,2.683841
Guinea,2014,0.165411,0.628632,0.109006,2.894246,0.443211,3.546566,0.941168
Guinea-Bissau,2014,0.162516,0.613949,0.108792,2.910359,0.472549,3.659408,0.982175
Guyana,2014,0.185126,0.843879,0.226556,4.530527,0.71681,4.217238,2.052116
Haiti,2014,0.172057,0.800129,0.158665,4.510442,0.62742,2.967465,1.658685
High SDI,2014,0.294682,0.750466,0.492832,5.315763,1.747722,3.904748,1.586836
High-income,2014,0.288753,0.792687,0.530185,5.676245,1.799425,4.082268,1.576978
High-income Asia Pacific,2014,0.288799,0.652729,0.445427,3.637065,0.90253,3.170913,1.034954
High-middle SDI,2014,0.27276,0.57643,0.213902,3.817487,1.11616,3.585556,1.889729
Honduras,2014,0.188971,0.75014,0.198699,2.864642,0.692461,2.74293,1.766275
Hungary,2014,0.205079,0.702827,0.232606,3.460273,0.721496,2.753656,2.149119
Iceland,2014,0.256999,0.968336,0.555098,5.294874,0.695549,3.361046,1.224274
India,2014,0.261596,0.55605,0.147937,3.292164,0.513028,3.513171,1.135894
Indonesia,2014,0.227347,0.539632,0.139724,3.274875,0.578526,2.619625,0.648908
Iran,2014,0.201429,0.815091,0.230971,7.105909,2.023091,5.005541,0.583151
Iraq,2014,0.188192,0.665088,0.197429,4.704734,1.689909,3.778974,0.654013
Ireland,2014,0.327089,0.804283,0.543195,5.831698,1.055843,4.301374,2.127247
Israel,2014,0.261536,0.923216,0.448385,3.07424,0.698462,3.960832,0.506
Italy,2014,0.236688,0.946582,0.622273,5.631731,1.252637,3.456543,0.46645
Jamaica,2014,0.199222,0.927137,0.258697,4.573627,0.951748,2.56829,1.448373
Japan,2014,0.30175,0.688187,0.458556,3.561857,0.900339,3.227353,0.573932
Jordan,2014,0.193194,0.810784,0.187014,4.895531,1.588472,3.556434,0.656199
Kazakhstan,2014,0.198389,0.66612,0.220428,2.602723,0.638425,3.519001,3.55546
Kenya,2014,0.169936,0.641046,0.129955,3.625599,0.4816,3.521565,1.250476
Kiribati,2014,0.208252,0.423904,0.09222,3.280142,0.716797,3.183151,1.052351
Kuwait,2014,0.214931,0.862972,0.344546,4.915922,1.594713,3.582742,0.681029
Kyrgyzstan,2014,0.181177,0.663178,0.125084,2.557721,0.532862,3.060367,2.885961
Laos,2014,0.212831,0.531923,0.119333,4.212256,0.66798,2.882535,0.919295
Latin America and Caribbean,2014,0.204407,0.930871,0.281654,4.519525,0.877434,2.963343,2.108649
Latvia,2014,0.198699,0.696078,0.221106,2.943887,1.034203,3.493358,4.474335
Lebanon,2014,0.19786,0.995324,0.216987,6.070856,2.163488,3.751703,0.659549
Lesotho,2014,0.159974,0.605501,0.132214,3.474465,0.766441,5.626747,1.673038
Liberia,2014,0.160325,0.629546,0.088483,2.872915,0.509358,3.779556,0.948623
Libya,2014,0.196752,0.804668,0.229695,4.973538,2.566132,3.790888,0.684334
Lithuania,2014,0.199167,0.697776,0.225181,2.928742,0.597858,4.168826,4.51793
Low SDI,2014,0.211956,0.592799,0.115793,3.526939,0.5714,3.617316,1.264453
Low-middle SDI,2014,0.230688,0.609802,0.154017,3.646228,0.722446,3.649061,1.281669
Luxembourg,2014,0.263268,0.934179,0.737177,5.317404,0.944089,3.616397,1.368371
Macedonia,2014,0.201703,0.710353,0.178685,3.39343,0.488529,2.333791,1.87791
Madagascar,2014,0.163678,0.631545,0.103171,3.561716,0.493301,3.692832,1.510143
Malawi,2014,0.153945,0.604386,0.098966,3.629756,0.502593,3.372101,1.608669
Malaysia,2014,0.250391,0.577865,0.194833,4.425306,0.660581,3.435105,0.644145
Maldives,2014,0.241898,0.56407,0.156372,3.196215,0.68032,3.145486,0.821018
Mali,2014,0.167126,0.628014,0.114898,2.882454,0.436461,2.958984,0.904403
Malta,2014,0.256825,0.962254,0.502084,5.316904,0.872936,3.339847,1.108806
Marshall Islands,2014,0.218096,0.428971,0.110561,3.236219,0.770246,3.115877,1.22307
Mauritania,2014,0.178508,0.661032,0.141846,2.925506,0.494312,3.044486,0.927758
Mauritius,2014,0.239853,0.564011,0.176574,3.319623,0.707881,3.505226,1.296276
Mexico,2014,0.211124,0.817657,0.312298,3.181159,0.797294,2.766085,1.729703
Micronesia (country),2014,0.219244,0.437299,0.108805,3.255773,0.771159,3.148351,1.177596
Middle SDI,2014,0.259997,0.543342,0.174989,3.351755,0.824338,3.182369,1.24785
Moldova,2014,0.182812,0.679781,0.137362,2.886024,0.647527,3.431623,4.057604
Mongolia,2014,0.188694,0.653615,0.169617,2.54142,0.527485,3.560252,3.478852
Montenegro,2014,0.202449,0.712186,0.190406,3.428189,0.612233,2.573647,1.857198
Morocco,2014,0.185552,0.7806,0.169519,4.98358,1.612359,5.574992,0.574499
Mozambique,2014,0.155276,0.609829,0.099549,3.645931,0.519685,3.887694,1.693423
Myanmar,2014,0.210781,0.509153,0.117105,3.304862,0.57025,2.274676,0.869608
Namibia,2014,0.175981,0.630645,0.193621,3.495514,0.771059,3.402632,1.690151
Nepal,2014,0.245345,0.582756,0.122746,3.856963,0.495772,3.697063,1.514497
Netherlands,2014,0.368015,0.947393,0.462678,6.561376,0.951534,4.031669,0.745301
New Zealand,2014,0.340994,1.206502,0.667358,8.539198,2.03759,3.967374,2.016153
Nicaragua,2014,0.198815,0.798336,0.197953,2.910105,0.580186,2.855534,2.067551
Niger,2014,0.162956,0.630315,0.092943,2.883194,0.454271,3.447327,0.909533
Nigeria,2014,0.181008,0.642759,0.158677,2.912634,0.455038,4.131388,0.963354
North Africa and Middle East,2014,0.195315,0.790871,0.210222,4.974255,1.717709,3.950939,0.659516
North America,2014,0.333742,0.65844,0.521012,6.512462,3.086376,4.699533,1.970527
North Korea,2014,0.23483,0.326204,0.090447,3.246518,0.909321,3.102997,1.356379
Northern Ireland,2014,0.262999,1.142043,0.521777,7.865557,1.257378,4.231809,1.142811
Northern Mariana Islands,2014,0.259428,0.487675,0.20263,3.307722,0.786177,3.105689,1.452939
Norway,2014,0.211372,0.856498,0.571433,7.60143,0.86048,3.646711,1.427152
Oceania,2014,0.213217,0.419342,0.107439,3.205696,0.732807,3.178764,1.191
Oman,2014,0.202879,0.787228,0.255661,4.531789,1.693958,3.402352,0.692664
Pakistan,2014,0.256567,0.573811,0.151117,3.818724,0.673966,3.305568,1.520378
Palestine,2014,0.18751,0.823625,0.138421,4.976351,1.51647,4.775471,0.648491
Panama,2014,0.211175,0.809829,0.29843,2.883288,0.718717,2.660793,1.409774
Papua New Guinea,2014,0.20767,0.410793,0.101039,3.188413,0.729952,3.184657,1.209273
Paraguay,2014,0.201005,1.074511,0.230337,6.009525,0.53252,2.946082,2.347036
Peru,2014,0.202271,0.890349,0.36575,4.260583,0.58665,2.264655,1.442572
Philippines,2014,0.221422,0.533402,0.128226,3.257721,0.638873,2.743462,0.891439
Poland,2014,0.206321,0.710861,0.221683,3.462358,0.801562,2.268372,2.030482
Portugal,2014,0.248883,0.924747,0.508989,5.377254,0.683347,4.622827,1.282311
Puerto Rico,2014,0.212389,0.941959,0.413598,4.683233,0.978507,2.724716,1.708299
Qatar,2014,0.215387,0.820266,0.316684,4.334799,1.985606,3.478949,0.734647
Romania,2014,0.199936,0.750922,0.194278,3.232604,0.453091,2.340368,1.703686
Russia,2014,0.197612,0.67505,0.2265,2.948965,0.984458,3.688919,5.135758
Rwanda,2014,0.162187,0.623905,0.110042,3.683434,0.592906,3.846173,2.348627
Saint Lucia,2014,0.199898,0.904762,0.283267,4.595756,0.904311,2.835485,1.898776
Saint Vincent and the Grenadines,2014,0.19612,0.879764,0.271696,4.520447,0.794219,2.854913,2.199278
Samoa,2014,0.23503,0.460475,0.125588,3.256029,0.857779,3.05188,1.110667
Sao Tome and Principe,2014,0.177684,0.662814,0.129935,2.918095,0.481852,3.110403,1.011544
Saudi Arabia,2014,0.205005,0.816712,0.281789,4.749869,1.664926,3.50161,0.6789
Scotland,2014,0.238283,0.943459,0.471684,4.73778,1.916777,4.151247,3.348684
Senegal,2014,0.172664,0.647043,0.123063,2.892787,0.46998,3.314314,0.920534
Serbia,2014,0.199253,0.697745,0.183528,3.40659,0.450108,2.581376,2.029887
Seychelles,2014,0.24537,0.565909,0.189702,3.306118,0.78376,2.886782,0.859959
Sierra Leone,2014,0.164417,0.623699,0.105673,2.877008,0.485009,3.583568,0.934882
Singapore,2014,0.273208,0.731506,0.535816,3.72849,0.910808,3.421481,0.479608
Slovakia,2014,0.207701,0.711564,0.229772,3.449012,0.68989,2.408812,2.458422
Slovenia,2014,0.21176,0.724832,0.237867,3.454426,0.910641,2.891008,2.228742
Solomon Islands,2014,0.209484,0.427293,0.09145,3.208549,0.692297,3.169804,1.13711
Somalia,2014,0.153782,0.61947,0.07869,3.549125,0.493166,3.774406,1.545035
South Africa,2014,0.181524,0.636221,0.21367,3.990247,0.980084,3.70879,1.621201
South Asia,2014,0.260053,0.561158,0.146404,3.444422,0.529719,3.559203,1.212489
South Korea,2014,0.263085,0.570069,0.407531,3.802215,0.903458,3.088799,2.026019
South Sudan,2014,0.16877,0.624961,0.134843,3.52695,0.498679,3.68109,1.553358
Southeast Asia,2014,0.228747,0.540038,0.138108,3.158617,0.631666,2.790554,0.913667
"Southeast Asia, East Asia, and Oceania",2014,0.301336,0.386982,0.144117,3.094221,0.929602,3.215535,1.156518
Southern Latin America,2014,0.198618,0.777311,0.396368,6.27631,1.043441,3.755761,1.965836
Southern Sub-Saharan Africa,2014,0.176855,0.630797,0.194306,3.795436,0.923635,3.658812,1.609546
Spain,2014,0.280512,0.976732,0.732196,5.277069,1.43511,3.49155,0.898279
Sri Lanka,2014,0.235121,0.568039,0.14954,3.365168,0.663702,3.449242,0.976719
Sub-Saharan Africa,2014,0.168487,0.628458,0.129654,3.297397,0.534224,3.809073,1.315695
Sudan,2014,0.175049,0.745866,0.141422,4.886903,1.381439,3.783243,0.646408
Suriname,2014,0.18628,0.8676,0.300467,4.553196,0.689086,4.014569,1.768336
Swaziland,2014,0.171827,0.607392,0.187107,3.478191,0.795512,4.038758,1.727892
Sweden,2014,0.275014,1.058557,0.559841,5.299064,0.663567,4.524133,1.770598
Switzerland,2014,0.261684,0.952453,0.571511,5.354199,1.008266,3.731711,1.3792
Syria,2014,0.189668,0.808939,0.162264,4.955747,1.488175,3.535209,0.622553
Taiwan,2014,0.26046,0.352433,0.234678,3.445829,0.902378,3.028666,2.029987
Tajikistan,2014,0.181038,0.665199,0.114296,2.519074,0.464155,2.54551,2.233952
Tanzania,2014,0.164075,0.624713,0.124353,3.610638,0.512431,3.664645,1.544713
Thailand,2014,0.23292,0.54175,0.168323,3.322081,0.802973,3.089677,0.884054
Timor,2014,0.203493,0.502373,0.1096,3.226384,0.627091,3.139859,0.82133
Togo,2014,0.163953,0.628787,0.104926,2.904392,0.474005,3.656653,0.967534
Tonga,2014,0.235521,0.462387,0.123964,3.292675,0.757612,2.917031,1.133653
Trinidad and Tobago,2014,0.177185,0.898117,0.386249,4.628612,0.726932,3.341932,1.734628
Tropical Latin America,2014,0.204954,1.105785,0.270093,6.254773,1.033965,3.330987,2.691313
Tunisia,2014,0.197751,0.838028,0.197054,5.064683,1.678639,3.908433,0.653095
Turkey,2014,0.220248,0.848343,0.294395,3.909085,1.514934,3.7342,0.776235
Turkmenistan,2014,0.194234,0.666524,0.187401,2.559545,0.516583,2.819414,2.741358
Uganda,2014,0.159291,0.608725,0.115764,3.502962,0.536938,5.035458,1.290691
Ukraine,2014,0.190807,0.687164,0.171129,2.94135,0.689525,4.100437,4.880967
United Arab Emirates,2014,0.212287,0.803767,0.259353,4.222585,3.014051,2.854572,0.763282
United Kingdom,2014,0.256523,1.085616,0.542871,4.659356,1.713007,4.125316,1.918018
United States,2014,0.33586,0.652195,0.52599,6.660473,3.181115,4.782222,2.011345
United States Virgin Islands,2014,0.218691,0.935645,0.495701,4.722962,0.809368,2.925524,2.222418
Uruguay,2014,0.198024,0.780175,0.385984,6.305186,0.942263,3.57016,1.175064
Uzbekistan,2014,0.186657,0.668057,0.146272,2.554029,0.475113,2.884324,1.933014
Vanuatu,2014,0.21498,0.427115,0.105502,3.21645,0.683547,3.14096,1.21118
Venezuela,2014,0.205533,0.778961,0.28196,2.8646,0.62721,2.810428,1.371305
Vietnam,2014,0.241883,0.551005,0.121583,2.045305,0.677829,2.882767,1.728448
Wales,2014,0.251519,0.938353,0.496754,4.773071,1.571537,4.042568,1.666927
Western Europe,2014,0.26045,0.943512,0.574132,5.714403,1.158034,3.931436,1.409572
Western Sub-Saharan Africa,2014,0.174254,0.636185,0.138116,2.902038,0.480415,3.78775,0.967383
World,2014,0.254594,0.595386,0.205833,3.779191,0.924949,3.439698,1.420393
Yemen,2014,0.172728,0.735406,0.13831,4.850341,1.39244,4.018785,0.636639
Zambia,2014,0.164574,0.604914,0.136878,3.578642,0.502691,3.552409,1.632627
Zimbabwe,2014,0.155993,0.60861,0.118073,3.093964,0.768914,3.14029,1.51547
