entity,year,schizophrenia,bipolar_disorder,eating_disorder,anxiety_disorder,substance_use_disorder,depression,alcohol_use_disorder
Central African Republic,2013,0.148505,0.592358,0.091569,3.241079,0.511024,4.217237,1.422854
Central Asia,2013,0.190354,0.671653,0.163948,2.5642,0.515194,2.969409,2.527482
Central Europe,2013,0.203952,0.712243,0.209242,3.418113,0.679046,2.446159,2.023334
"Central Europe, Eastern Europe, and Central Asia",2013,0.196627,0.685926,0.198515,2.991539,0.755123,3.251964,3.748382
Central Latin America,2013,0.206575,0.793701,0.279233,2.955538,0.809602,2.686499,1.762034
Central Sub-Saharan Africa,2013,0.160436,0.619869,0.108566,3.25443,0.506589,4.005472,1.359519
Chad,2013,0.167001,0.625286,0.118883,2.879284,0.444521,3.938848,0.944175
Chile,2013,0.200287,0.788787,0.398024,6.275241,1.215019,4.024264,2.442651
China,2013,0.333801,0.322233,0.143961,3.10498,1.052718,3.38155,1.234203
Colombia,2013,0.204627,0.765611,0.244727,2.515703,1.110399,2.204213,1.7579
Comoros,2013,0.169529,0.656532,0.110158,3.615604,0.496101,3.287185,1.507554
Congo,2013,0.16815,0.61295,0.156227,3.262856,0.555746,4.074621,1.454756
Costa Rica,2013,0.212385,0.841595,0.276925,2.926328,0.764173,2.891387,1.453982
Cote d'Ivoire,2013,0.168098,0.617714,0.127799,2.864695,0.503413,3.26737,1.017382
Croatia,2013,0.207752,0.720442,0.215634,3.455337,0.748641,2.782145,2.096025
Cuba,2013,0.20381,0.942693,0.254452,4.621388,0.766544,3.333781,1.724807
Cyprus,2013,0.253502,0.937388,0.51119,5.305846,0.560958,3.286091,1.113681
Czech Republic,2013,0.209173,0.72066,0.237958,3.449667,0.921354,2.695241,2.133916
Democratic Republic of Congo,2013,0.156267,0.620568,0.082829,3.243077,0.500259,3.934178,1.334917
Denmark,2013,0.254523,1.005467,0.540073,5.317042,0.863583,3.275889,1.781913
Djibouti,2013,0.173376,0.654567,0.130042,3.535494,0.51645,3.576704,1.589182
Dominica,2013,0.19946,0.888062,0.273001,4.542108,0.892377,2.605361,2.037774
Dominican Republic,2013,0.197884,0.888651,0.288546,4.545974,0.650651,3.031001,1.582674
East Asia,2013,0.330893,0.322768,0.14435,3.11301,1.047598,3.370226,1.248496
Eastern Europe,2013,0.19553,0.679323,0.209889,2.946232,0.913284,3.802583,5.133392
Eastern Sub-Saharan Africa,2013,0.161832,0.622568,0.1094,3.618185,0.50266,3.830613,1.611266
Ecuador,2013,0.201224,0.88067,0.34601,4.298674,0.668269,2.965013,1.772735
Egypt,2013,0.186754,0.772306,0.185277,4.349864,1.436287,3.19276,0.664725
El Salvador,2013,0.196091,0.768454,0.234488,2.935404,0.59376,3.02532,2.718957
England,2013,0.256603,1.1059,0.552388,4.53152,1.73305,4.124245,1.814613
Equatorial Guinea,2013,0.183887,0.622021,0.278119,3.280635,0.542832,4.159764,1.470868
Eritrea,2013,0.15831,0.616258,0.100789,3.649057,0.520482,3.859559,1.750575
Estonia,2013,0.202844,0.708234,0.252233,2.966459,1.133278,3.926684,4.958878
Ethiopia,2013,0.161725,0.626377,0.098384,3.708096,0.487268,3.846646,1.864515
Fiji,2013,0.23749,0.451292,0.142736,3.270336,0.748702,3.18011,1.10279
Finland,2013,0.266139,1.004433,0.591736,3.748436,0.905664,4.916404,2.776273
France,2013,0.256916,0.961043,0.564262,6.648781,1.218236,4.32967,1.482519
Gabon,2013,0.181112,0.637835,0.222139,3.290354,0.570604,4.054203,1.482777
Gambia,2013,0.16951,0.645256,0.112817,2.904112,0.485191,4.12743,0.943303
Georgia,2013,0.194697,0.707667,0.161859,2.597842,0.474956,2.789678,2.055383
Germany,2013,0.251527,0.781089,0.520611,6.580384,0.899359,3.934021,2.012938
Ghana,2013,0.172728,0.639171,0.136281,2.913824,0.607083,3.372319,0.998674
Greece,2013,0.25375,0.947666,0.573752,5.80382,0.53723,4.272856,1.135179
Greenland,2013,0.318891,0.593635,0.530607,5.701401,1.921335,6.372324,3.271046
Grenada,2013,0.199385,0.892937,0.282391,4.535421,0.771935,2.77609,1.725146
Guam,2013,0.261305,0.478692,0.250873,3.315904,0.802913,3.517599,1.257481
Guatemala,2013,0.19223,0.741241,0.225906,2.898381,0.678452,3.28505,2.696392
Guinea,2013,0.16519,0.628347,0.107999,2.892857,0.440238,3.542947,0.939625
Guinea-Bissau,2013,0.162363,0.613681,0.108033,2.909167,0.469464,3.655794,0.982789
Guyana,2013,0.184738,0.843181,0.223114,4.524978,0.714233,4.23094,2.048957
Haiti,2013,0.171961,0.799794,0.158325,4.508108,0.622701,2.96962,1.660487
High SDI,2013,0.29462,0.750842,0.492185,5.316654,1.721909,3.894991,1.585374
High-income,2013,0.28895,0.793,0.529955,5.675777,1.774144,4.073469,1.57614
High-income Asia Pacific,2013,0.289543,0.653074,0.444694,3.635871,0.897774,3.142207,1.029643
High-middle SDI,2013,0.272003,0.574908,0.210081,3.824069,1.108443,3.590377,1.909803
Honduras,2013,0.188718,0.749515,0.197404,2.861206,0.689584,2.739904,1.765952
Hungary,2013,0.204916,0.702652,0.231261,3.461858,0.724376,2.752576,2.16241
Iceland,2013,0.256879,0.967422,0.55314,5.293785,0.689168,3.361856,1.218249
India,2013,0.262489,0.555729,0.144873,3.289877,0.509329,3.5134,1.147224
Indonesia,2013,0.226495,0.539385,0.136988,3.273531,0.575353,2.615656,0.647894
Iran,2013,0.201403,0.814917,0.230115,7.141422,2.038561,4.975984,0.585557
Iraq,2013,0.187774,0.664742,0.19421,4.700384,1.718023,3.749134,0.654428
Ireland,2013,0.326688,0.80391,0.537966,5.828983,1.055558,4.317934,2.12911
Israel,2013,0.262064,0.922852,0.445398,3.076188,0.692602,3.996729,0.509059
Italy,2013,0.236809,0.946552,0.621421,5.632414,1.282892,3.454904,0.466905
Jamaica,2013,0.199179,0.926957,0.258106,4.572443,0.953076,2.563119,1.450576
Japan,2013,0.302834,0.688129,0.45934,3.559258,0.894621,3.195748,0.571439
Jordan,2013,0.192991,0.810637,0.185897,4.89914,1.573986,3.558155,0.655361
Kazakhstan,2013,0.19784,0.665773,0.217535,2.601346,0.645576,3.520886,3.583238
Kenya,2013,0.169687,0.640907,0.128576,3.621163,0.479671,3.529982,1.25176
Kiribati,2013,0.208295,0.423866,0.092163,3.278587,0.71445,3.185641,1.052077
Kuwait,2013,0.214925,0.862206,0.343039,4.898053,1.592436,3.571217,0.681867
Kyrgyzstan,2013,0.180913,0.662894,0.123805,2.556343,0.538079,3.064054,2.926952
Laos,2013,0.211746,0.531441,0.116619,4.208834,0.670158,2.876081,0.919835
Latin America and Caribbean,2013,0.204178,0.931003,0.279664,4.541012,0.874953,2.976303,2.111086
Latvia,2013,0.198386,0.695983,0.219102,2.943858,1.030496,3.493617,4.486722
Lebanon,2013,0.197686,0.99491,0.215774,6.068011,2.137945,3.773901,0.658934
Lesotho,2013,0.159581,0.605271,0.130242,3.472778,0.764596,5.622644,1.676441
Liberia,2013,0.160034,0.629319,0.087465,2.87105,0.507381,3.773608,0.947922
Libya,2013,0.19771,0.804911,0.237818,4.973071,2.546366,3.787516,0.685322
Lithuania,2013,0.1986,0.697127,0.221894,2.926594,0.589413,4.176505,4.534467
Low SDI,2013,0.212253,0.592327,0.113883,3.522969,0.568074,3.61843,1.26719
Low-middle SDI,2013,0.230989,0.609007,0.151699,3.645526,0.720414,3.655466,1.286304
Luxembourg,2013,0.263177,0.934146,0.736174,5.318464,0.947686,3.618721,1.372449
Macedonia,2013,0.201396,0.710074,0.176918,3.393958,0.485486,2.334899,1.877636
Madagascar,2013,0.163537,0.631243,0.102423,3.556435,0.492535,3.690235,1.509885
Malawi,2013,0.153756,0.603874,0.09866,3.620989,0.501255,3.356859,1.609757
Malaysia,2013,0.249653,0.577548,0.19244,4.4471,0.657346,3.415474,0.643964
Maldives,2013,0.240879,0.563636,0.155907,3.207771,0.672206,3.163579,0.81515
Mali,2013,0.166936,0.627752,0.113804,2.880975,0.433597,2.947397,0.904004
Malta,2013,0.256622,0.962061,0.496907,5.317038,0.873497,3.333244,1.107984
Marshall Islands,2013,0.217933,0.428918,0.11048,3.235232,0.769326,3.11859,1.222107
Mauritania,2013,0.178262,0.660655,0.140629,2.923257,0.490322,3.032817,0.926932
Mauritius,2013,0.239192,0.563806,0.174979,3.318807,0.70622,3.514981,1.292702
Mexico,2013,0.210926,0.817235,0.311076,3.179422,0.791268,2.761886,1.728491
Micronesia (country),2013,0.219218,0.437265,0.108547,3.256256,0.770448,3.151594,1.175879
Middle SDI,2013,0.259923,0.541672,0.171834,3.355515,0.821044,3.185119,1.249178
Moldova,2013,0.182492,0.679397,0.135778,2.885238,0.642181,3.432848,4.042428
Mongolia,2013,0.188076,0.653285,0.166452,2.53239,0.525421,3.56871,3.475177
Montenegro,2013,0.202192,0.711952,0.188755,3.429234,0.615684,2.577204,1.856355
Morocco,2013,0.18525,0.780218,0.167708,4.983161,1.601102,5.61772,0.573896
Mozambique,2013,0.154957,0.609382,0.098348,3.6384,0.517469,3.883633,1.68907
Myanmar,2013,0.209678,0.508697,0.114334,3.301534,0.568487,2.267493,0.868909
Namibia,2013,0.175576,0.630136,0.190803,3.492192,0.768439,3.393388,1.695615
Nepal,2013,0.245118,0.582111,0.120997,3.849684,0.494306,3.717788,1.50978
Netherlands,2013,0.370458,0.947387,0.460263,6.546468,0.941896,4.030876,0.737441
New Zealand,2013,0.341031,1.206597,0.665308,8.53867,2.036344,3.969718,1.956453
Nicaragua,2013,0.198578,0.797968,0.196096,2.909067,0.576709,2.85807,2.072441
Niger,2013,0.162734,0.630065,0.092395,2.88168,0.451827,3.443459,0.908987
Nigeria,2013,0.180575,0.642169,0.156338,2.909709,0.452775,4.17501,0.962051
North Africa and Middle East,2013,0.19517,0.790706,0.208652,4.979158,1.713614,3.948239,0.659389
North America,2013,0.334215,0.658674,0.523568,6.521737,3.021604,4.689744,1.965213
North Korea,2013,0.234506,0.326161,0.090254,3.248477,0.903466,3.107737,1.351404
Northern Ireland,2013,0.262964,1.14191,0.521184,7.968593,1.264332,4.264932,1.142217
Northern Mariana Islands,2013,0.259962,0.487818,0.203907,3.302789,0.786407,3.106589,1.458837
Norway,2013,0.211351,0.856489,0.571261,7.6066,0.872003,3.619685,1.429126
Oceania,2013,0.212919,0.419411,0.106566,3.20464,0.730818,3.182886,1.189428
Oman,2013,0.202944,0.786477,0.25438,4.51664,1.687397,3.389007,0.694211
Pakistan,2013,0.256541,0.573574,0.149772,3.816046,0.678546,3.303639,1.515052
Palestine,2013,0.187306,0.823188,0.137084,4.974111,1.514258,4.80576,0.647948
Panama,2013,0.210583,0.809161,0.293204,2.88077,0.715977,2.657663,1.408374
Papua New Guinea,2013,0.207141,0.410692,0.099831,3.187253,0.727857,3.189689,1.207898
Paraguay,2013,0.200591,1.07398,0.227796,6.006738,0.533491,2.941107,2.335267
Peru,2013,0.201927,0.89013,0.363074,4.259953,0.588466,2.26368,1.448234
Philippines,2013,0.220632,0.53293,0.126439,3.255141,0.635704,2.737509,0.890799
Poland,2013,0.205858,0.710433,0.218686,3.462549,0.804833,2.2738,2.02574
Portugal,2013,0.248794,0.924423,0.506904,5.375392,0.67753,4.675021,1.287392
Puerto Rico,2013,0.212419,0.941913,0.413728,4.683593,1.006709,2.724364,1.718295
Qatar,2013,0.215392,0.820531,0.315988,4.337588,1.963383,3.484366,0.73456
Romania,2013,0.19951,0.750614,0.191909,3.233888,0.451057,2.335909,1.708826
Russia,2013,0.197215,0.674716,0.224186,2.949578,1.00397,3.687463,5.226821
Rwanda,2013,0.161689,0.623329,0.108072,3.678245,0.596626,3.842979,2.348511
Saint Lucia,2013,0.199836,0.904671,0.282036,4.596464,0.908112,2.833655,1.895361
Saint Vincent and the Grenadines,2013,0.196045,0.879533,0.270489,4.519571,0.794768,2.853377,2.188605
Samoa,2013,0.235005,0.460481,0.12508,3.255986,0.859868,3.056951,1.11011
Sao Tome and Principe,2013,0.177431,0.662591,0.128828,2.917283,0.477703,3.105766,1.009418
Saudi Arabia,2013,0.204741,0.81633,0.279182,4.748317,1.643938,3.491552,0.677978
Scotland,2013,0.238117,0.94307,0.470877,4.738159,1.915469,4.147363,3.350166
Senegal,2013,0.17241,0.646762,0.122222,2.891473,0.467184,3.298502,0.920054
Serbia,2013,0.198925,0.697301,0.18211,3.406865,0.452227,2.586581,2.030232
Seychelles,2013,0.244724,0.565939,0.187811,3.308234,0.782814,2.889817,0.860742
Sierra Leone,2013,0.164131,0.623461,0.104646,2.876716,0.482226,3.585279,0.933979
Singapore,2013,0.273013,0.731693,0.528682,3.725906,0.90987,3.419186,0.47667
Slovakia,2013,0.207415,0.711271,0.227514,3.450103,0.693418,2.41266,2.44552
Slovenia,2013,0.211688,0.724665,0.237059,3.455844,0.911443,2.906482,2.224285
Solomon Islands,2013,0.20921,0.427173,0.090599,3.206483,0.688474,3.174048,1.137064
Somalia,2013,0.153719,0.619136,0.078566,3.543948,0.491197,3.771767,1.54597
South Africa,2013,0.181346,0.635993,0.212749,3.990827,0.997568,3.703193,1.637364
South Asia,2013,0.260733,0.560835,0.143598,3.441263,0.526896,3.561105,1.219935
South Korea,2013,0.262861,0.570224,0.404395,3.806353,0.899803,3.062516,2.030832
South Sudan,2013,0.168733,0.624682,0.134567,3.519236,0.497107,3.677919,1.554381
Southeast Asia,2013,0.227918,0.5397,0.135728,3.157019,0.628392,2.787306,0.911898
"Southeast Asia, East Asia, and Oceania",2013,0.300552,0.386158,0.140934,3.105115,0.921457,3.224032,1.156325
Southern Latin America,2013,0.198476,0.776953,0.392229,6.274584,1.0356,3.751736,1.967858
Southern Sub-Saharan Africa,2013,0.17664,0.630467,0.193352,3.796021,0.935904,3.653737,1.622304
Spain,2013,0.280297,0.976705,0.729313,5.275748,1.42612,3.480882,0.900545
Sri Lanka,2013,0.234254,0.56771,0.146334,3.363413,0.664112,3.45255,0.986185
Sub-Saharan Africa,2013,0.168161,0.628081,0.128143,3.294429,0.534085,3.817336,1.31674
Sudan,2013,0.174694,0.745315,0.139432,4.882673,1.368354,3.785417,0.646243
Suriname,2013,0.186042,0.866956,0.297263,4.548572,0.68571,4.024939,1.769609
Swaziland,2013,0.171533,0.60707,0.1858,3.476816,0.797439,4.029336,1.733141
Sweden,2013,0.276273,1.058865,0.555076,5.301412,0.647249,4.533727,1.808595
Switzerland,2013,0.261477,0.952091,0.570145,5.35321,1.011389,3.743814,1.38039
Syria,2013,0.189773,0.808598,0.162463,4.948972,1.479419,3.526188,0.622457
Taiwan,2013,0.259646,0.352481,0.233199,3.445993,0.894505,3.030585,2.012763
Tajikistan,2013,0.180696,0.664838,0.113009,2.517426,0.461736,2.542578,2.246006
Tanzania,2013,0.163695,0.624255,0.122408,3.603347,0.510469,3.658587,1.542611
Thailand,2013,0.232316,0.541419,0.166388,3.320248,0.795457,3.092496,0.877508
Timor,2013,0.203106,0.502181,0.109507,3.223739,0.626121,3.141171,0.819777
Togo,2013,0.163798,0.628604,0.104169,2.902978,0.470096,3.655243,0.968012
Tonga,2013,0.235406,0.462297,0.123485,3.291173,0.755917,2.916803,1.131653
Trinidad and Tobago,2013,0.177008,0.897989,0.384127,4.628162,0.724924,3.343334,1.736268
Tropical Latin America,2013,0.204782,1.105661,0.268089,6.302583,1.029663,3.360067,2.694604
Tunisia,2013,0.197619,0.837717,0.195881,5.061831,1.665845,3.908848,0.653002
Turkey,2013,0.219927,0.84798,0.289922,3.907397,1.503782,3.742349,0.775118
Turkmenistan,2013,0.193282,0.665925,0.183104,2.557951,0.514996,2.820571,2.799165
Uganda,2013,0.158968,0.6082,0.114439,3.496055,0.536157,5.071931,1.28916
Ukraine,2013,0.190671,0.687053,0.169933,2.94123,0.682512,4.115222,4.923653
United Arab Emirates,2013,0.212624,0.803055,0.259351,4.212596,3.035245,2.852341,0.765388
United Kingdom,2013,0.254993,1.085365,0.542215,4.662206,1.726078,4.125825,1.918905
United States,2013,0.336404,0.652479,0.528946,6.671047,3.110712,4.772422,2.005814
United States Virgin Islands,2013,0.219063,0.935877,0.498897,4.724434,0.808666,2.925149,2.219666
Uruguay,2013,0.197753,0.779671,0.379651,6.300966,0.946046,3.555894,1.167108
Uzbekistan,2013,0.186123,0.667698,0.143985,2.552296,0.473641,2.882817,1.951835
Vanuatu,2013,0.214961,0.426989,0.104925,3.215603,0.679985,3.145321,1.209467
Venezuela,2013,0.205421,0.778534,0.281978,2.863431,0.621057,2.807489,1.37072
Vietnam,2013,0.241026,0.550479,0.119353,2.039645,0.673579,2.884934,1.722689
Wales,2013,0.251469,0.938094,0.495666,4.772674,1.574874,4.038315,1.662273
Western Europe,2013,0.260377,0.943633,0.572816,5.716689,1.163853,3.932569,1.418129
Western Sub-Saharan Africa,2013,0.173905,0.635737,0.136469,2.899641,0.477964,3.80578,0.966526
World,2013,0.254687,0.594552,0.203977,3.783535,0.920595,3.440182,1.426957
Yemen,2013,0.172967,0.735308,0.139149,4.848227,1.381661,4.020945,0.636887
Zambia,2013,0.164106,0.604566,0.134708,3.573263,0.4998,3.529947,1.632154
Zimbabwe,2013,0.15567,0.607993,0.117248,3.090168,0.76628,3.128192,1.515641
