entity,year,schizophrenia,bipolar_disorder,eating_disorder,anxiety_disorder,substance_use_disorder,depression,alcohol_use_disorder
Ecuador,2012,0.20086,0.880169,0.341703,4.296969,0.667943,2.961697,1.785087
Egypt,2012,0.186477,0.771644,0.183548,4.346015,1.423735,3.187626,0.663934
El Salvador,2012,0.195735,0.767948,0.231869,2.932926,0.589475,3.026992,2.738557
England,2012,0.255208,1.105831,0.551681,4.531625,1.747302,4.123872,1.812881
Equatorial Guinea,2012,0.183527,0.621676,0.277532,3.281871,0.539259,4.15868,1.467655
Eritrea,2012,0.158294,0.616069,0.100636,3.646936,0.520459,3.860216,1.755663
Estonia,2012,0.202527,0.708196,0.251287,2.967251,1.131133,3.95317,4.99375
Ethiopia,2012,0.16096,0.62604,0.095731,3.703192,0.485308,3.854864,1.862809
Fiji,2012,0.237242,0.450996,0.142176,3.267709,0.747515,3.179419,1.100855
Finland,2012,0.267525,1.004193,0.591166,3.747914,0.895593,4.939423,2.802232
France,2012,0.257108,0.96174,0.561704,6.654163,1.221356,4.340423,1.490233
Gabon,2012,0.181052,0.637706,0.221466,3.288612,0.571513,4.059848,1.486481
Gambia,2012,0.169477,0.645043,0.112822,2.902815,0.483208,4.122449,0.942944
Georgia,2012,0.194199,0.707415,0.158729,2.597356,0.47082,2.787449,2.047773
Germany,2012,0.251494,0.781459,0.518702,6.583427,0.902418,3.930375,2.042078
Ghana,2012,0.172222,0.638583,0.134146,2.910347,0.604007,3.37133,0.996753
Greece,2012,0.253911,0.947375,0.57508,5.804831,0.533145,4.291949,1.135864
Greenland,2012,0.318492,0.59315,0.527846,5.695385,1.905415,6.395983,3.313886
Grenada,2012,0.199233,0.892775,0.281254,4.537306,0.771557,2.777003,1.719291
Guam,2012,0.261313,0.478805,0.25007,3.317791,0.801478,3.519789,1.253329
Guatemala,2012,0.191989,0.740777,0.224417,2.896401,0.680093,3.305923,2.707824
Guinea,2012,0.165015,0.628105,0.107378,2.89185,0.437637,3.54052,0.938218
Guinea-Bissau,2012,0.162238,0.613438,0.107462,2.908241,0.467892,3.654301,0.983317
Guyana,2012,0.1844,0.842545,0.220109,4.519602,0.712392,4.239977,2.046659
Haiti,2012,0.171865,0.799512,0.158026,4.50604,0.619544,2.971102,1.661734
High SDI,2012,0.294479,0.751229,0.49142,5.317796,1.700211,3.887342,1.583437
High-income,2012,0.289082,0.793268,0.529562,5.675471,1.752974,4.066655,1.574767
High-income Asia Pacific,2012,0.290011,0.653415,0.443441,3.634204,0.89342,3.117786,1.024512
High-middle SDI,2012,0.271294,0.573286,0.206115,3.827849,1.10066,3.594609,1.92712
Honduras,2012,0.188486,0.748905,0.196186,2.857843,0.686766,2.736479,1.765882
Hungary,2012,0.204751,0.702483,0.22967,3.463066,0.725252,2.756551,2.175251
Iceland,2012,0.256801,0.966556,0.550678,5.290896,0.684521,3.361724,1.213379
India,2012,0.263156,0.555425,0.141892,3.287912,0.506062,3.51598,1.161647
Indonesia,2012,0.225729,0.539179,0.134503,3.272439,0.572218,2.612448,0.646696
Iran,2012,0.201357,0.81476,0.229027,7.163549,2.052873,4.952557,0.588476
Iraq,2012,0.187411,0.664458,0.191375,4.697119,1.738102,3.72696,0.654695
Ireland,2012,0.326288,0.80357,0.532786,5.826089,1.057665,4.328853,2.13032
Israel,2012,0.262423,0.922545,0.44213,3.07722,0.688269,4.028824,0.512261
Italy,2012,0.236901,0.946453,0.620807,5.632487,1.310311,3.455367,0.467127
Jamaica,2012,0.199126,0.926754,0.258016,4.571272,0.952109,2.560541,1.451288
Japan,2012,0.303467,0.688067,0.45973,3.556756,0.889503,3.168773,0.569262
Jordan,2012,0.192808,0.810526,0.184839,4.903169,1.558184,3.561739,0.654369
Kazakhstan,2012,0.19728,0.665458,0.214199,2.600319,0.651736,3.525116,3.598258
Kenya,2012,0.169472,0.640791,0.127413,3.617582,0.477915,3.540023,1.25312
Kiribati,2012,0.208329,0.423826,0.092017,3.277054,0.713237,3.188206,1.051525
Kuwait,2012,0.214907,0.86137,0.341426,4.879221,1.585977,3.558861,0.682707
Kyrgyzstan,2012,0.180673,0.662627,0.12329,2.555128,0.541313,3.068219,2.961171
Laos,2012,0.210743,0.53101,0.11412,4.205894,0.671029,2.871419,0.92044
Latin America and Caribbean,2012,0.203958,0.931099,0.277684,4.558663,0.872571,2.99203,2.112906
Latvia,2012,0.198054,0.695858,0.217302,2.943786,1.027701,3.496173,4.493884
Lebanon,2012,0.197506,0.994457,0.215232,6.064619,2.110361,3.790641,0.658116
Lesotho,2012,0.15924,0.605077,0.128802,3.471442,0.761938,5.618396,1.678712
Liberia,2012,0.159791,0.629121,0.086498,2.869489,0.506037,3.771549,0.94715
Libya,2012,0.198433,0.805025,0.243239,4.97208,2.52474,3.786971,0.685998
Lithuania,2012,0.198059,0.696554,0.218648,2.92471,0.582031,4.188997,4.544162
Low SDI,2012,0.212512,0.591852,0.11214,3.519039,0.564444,3.619497,1.270908
Low-middle SDI,2012,0.231235,0.608231,0.149278,3.644238,0.717984,3.662054,1.291724
Luxembourg,2012,0.263085,0.934194,0.734312,5.320119,0.950558,3.623865,1.375825
Macedonia,2012,0.201105,0.709803,0.175331,3.394295,0.482127,2.336234,1.876361
Madagascar,2012,0.16343,0.631012,0.102201,3.552344,0.491774,3.689013,1.509395
Malawi,2012,0.153577,0.603411,0.097951,3.613106,0.499592,3.344821,1.610891
Malaysia,2012,0.248987,0.577285,0.190473,4.46435,0.654335,3.399075,0.643782
Maldives,2012,0.239861,0.563189,0.155118,3.219708,0.665328,3.183936,0.808889
Mali,2012,0.166761,0.627497,0.113664,2.879737,0.431626,2.936596,0.903451
Malta,2012,0.256444,0.961946,0.491893,5.317027,0.873326,3.327814,1.1067
Marshall Islands,2012,0.217784,0.428859,0.109817,3.234228,0.768679,3.119595,1.221023
Mauritania,2012,0.178024,0.660297,0.139457,2.921242,0.48828,3.022689,0.926014
Mauritius,2012,0.238609,0.563629,0.172579,3.318193,0.703263,3.527032,1.288766
Mexico,2012,0.210741,0.816817,0.310041,3.177622,0.786147,2.75936,1.726843
Micronesia (country),2012,0.219188,0.437219,0.108714,3.256671,0.769906,3.154242,1.17393
Middle SDI,2012,0.259842,0.54011,0.168761,3.359578,0.818771,3.18847,1.250148
Moldova,2012,0.182169,0.678998,0.134578,2.884235,0.636901,3.435864,4.024262
Mongolia,2012,0.18749,0.652979,0.163073,2.525246,0.524219,3.573164,3.470121
Montenegro,2012,0.20195,0.711731,0.187269,3.430114,0.618891,2.581599,1.854265
Morocco,2012,0.184973,0.779826,0.165906,4.982861,1.587962,5.652818,0.573102
Mozambique,2012,0.154639,0.608946,0.096922,3.63174,0.514968,3.880238,1.685194
Myanmar,2012,0.208559,0.508231,0.111296,3.298047,0.566976,2.26182,0.868095
Namibia,2012,0.175204,0.629672,0.189125,3.489228,0.765714,3.385248,1.700065
Nepal,2012,0.24495,0.581516,0.119324,3.842604,0.493338,3.732376,1.504983
Netherlands,2012,0.372408,0.947392,0.457882,6.534735,0.935752,4.034466,0.731221
New Zealand,2012,0.341054,1.206549,0.663944,8.53706,2.034724,3.974729,1.896684
Nicaragua,2012,0.198356,0.79759,0.194207,2.907941,0.572861,2.860821,2.076338
Niger,2012,0.162546,0.629867,0.091562,2.880538,0.449298,3.441824,0.908481
Nigeria,2012,0.180126,0.641606,0.153727,2.90611,0.451958,4.205603,0.960449
North Africa and Middle East,2012,0.195024,0.790473,0.207005,4.981978,1.706613,3.947396,0.659133
North America,2012,0.334608,0.658898,0.525855,6.531561,2.968281,4.682831,1.961453
North Korea,2012,0.234248,0.326115,0.09018,3.250438,0.896642,3.11369,1.346468
Northern Ireland,2012,0.262886,1.141823,0.520493,8.048448,1.270463,4.292694,1.14145
Northern Mariana Islands,2012,0.260392,0.487992,0.206213,3.300901,0.785841,3.104944,1.459746
Norway,2012,0.211328,0.856546,0.570953,7.61136,0.883671,3.600845,1.430545
Oceania,2012,0.212679,0.419499,0.105967,3.203746,0.729188,3.184268,1.187805
Oman,2012,0.202886,0.786416,0.254677,4.525968,1.664668,3.387588,0.693092
Pakistan,2012,0.256476,0.573254,0.147999,3.812765,0.681412,3.304081,1.509257
Palestine,2012,0.187124,0.822744,0.13571,4.972128,1.509644,4.831253,0.647278
Panama,2012,0.210055,0.808557,0.288177,2.878443,0.713178,2.655422,1.406554
Papua New Guinea,2012,0.206679,0.410604,0.098905,3.186282,0.725922,3.191545,1.206506
Paraguay,2012,0.200228,1.073443,0.225718,6.003971,0.533757,2.935353,2.324387
Peru,2012,0.201593,0.889868,0.360666,4.258912,0.59021,2.261685,1.454326
Philippines,2012,0.219958,0.532551,0.12465,3.253039,0.632605,2.732704,0.890286
Poland,2012,0.205428,0.710045,0.215967,3.462553,0.808365,2.277805,2.021369
Portugal,2012,0.248741,0.924146,0.505364,5.373829,0.673695,4.718802,1.291525
Puerto Rico,2012,0.212442,0.94186,0.413822,4.683885,1.036089,2.724971,1.728964
Qatar,2012,0.215382,0.820656,0.314643,4.3381,1.941896,3.48764,0.734513
Romania,2012,0.199097,0.750322,0.188991,3.234833,0.450247,2.334267,1.7142
Russia,2012,0.196776,0.674421,0.221645,2.950064,1.018926,3.688497,5.297207
Rwanda,2012,0.161204,0.622768,0.106537,3.673649,0.597997,3.839435,2.347482
Saint Lucia,2012,0.19976,0.904559,0.280848,4.597183,0.910183,2.832433,1.892058
Saint Vincent and the Grenadines,2012,0.19596,0.879321,0.268307,4.518965,0.795647,2.850931,2.179746
Samoa,2012,0.234949,0.460465,0.125001,3.25586,0.861902,3.06026,1.10915
Sao Tome and Principe,2012,0.177194,0.662341,0.127592,2.916549,0.474333,3.103115,1.007242
Saudi Arabia,2012,0.204473,0.815893,0.276222,4.746684,1.621452,3.484686,0.676858
Scotland,2012,0.237922,0.942758,0.470642,4.738467,1.912068,4.145591,3.349686
Senegal,2012,0.17219,0.646511,0.121573,2.890466,0.466206,3.288467,0.919497
Serbia,2012,0.198617,0.6969,0.180229,3.407053,0.452949,2.591891,2.029474
Seychelles,2012,0.244154,0.565972,0.186152,3.310593,0.781728,2.89145,0.861145
Sierra Leone,2012,0.163884,0.623282,0.103496,2.87685,0.479351,3.584804,0.932972
Singapore,2012,0.27286,0.731865,0.521609,3.72263,0.908718,3.417503,0.474361
Slovakia,2012,0.207117,0.710982,0.224756,3.450874,0.696327,2.417848,2.433822
Slovenia,2012,0.2116,0.724505,0.2362,3.45722,0.911962,2.923721,2.220577
Solomon Islands,2012,0.208974,0.427072,0.089829,3.204549,0.686739,3.176566,1.136723
Somalia,2012,0.15365,0.618804,0.078257,3.53934,0.489463,3.769761,1.546542
South Africa,2012,0.181158,0.635726,0.212119,3.99189,1.014194,3.700294,1.649823
South Asia,2012,0.26124,0.56052,0.140826,3.438343,0.524172,3.564789,1.229777
South Korea,2012,0.262663,0.570308,0.400345,3.808372,0.896283,3.039565,2.036684
South Sudan,2012,0.168688,0.624427,0.134736,3.512448,0.495477,3.673232,1.554973
Southeast Asia,2012,0.227154,0.539398,0.13347,3.155532,0.625374,2.785152,0.909914
"Southeast Asia, East Asia, and Oceania",2012,0.299836,0.385403,0.137682,3.115595,0.915008,3.231047,1.154939
Southern Latin America,2012,0.198343,0.776636,0.388886,6.27295,1.02806,3.749193,1.971114
Southern Sub-Saharan Africa,2012,0.176438,0.630134,0.192727,3.79714,0.947452,3.651007,1.632174
Spain,2012,0.280139,0.976649,0.726458,5.274071,1.417659,3.470575,0.902213
Sri Lanka,2012,0.233449,0.567368,0.143861,3.361395,0.6636,3.456717,0.995942
Sub-Saharan Africa,2012,0.16785,0.627736,0.126741,3.291722,0.534359,3.823853,1.31719
Sudan,2012,0.17436,0.744788,0.137811,4.878469,1.355269,3.786371,0.645974
Suriname,2012,0.18582,0.866393,0.293688,4.544447,0.684119,4.028037,1.770513
Swaziland,2012,0.171277,0.606796,0.18498,3.475806,0.797028,4.018618,1.736934
Sweden,2012,0.277314,1.059135,0.55088,5.303474,0.634301,4.541678,1.835134
Switzerland,2012,0.261315,0.951859,0.569469,5.353,1.015777,3.755501,1.382011
Syria,2012,0.189817,0.808232,0.162675,4.942981,1.468562,3.520873,0.622114
Taiwan,2012,0.258838,0.352498,0.231325,3.445436,0.886702,3.030753,1.996229
Tajikistan,2012,0.180374,0.664468,0.111492,2.515621,0.459245,2.539321,2.255182
Tanzania,2012,0.163329,0.623807,0.120698,3.59692,0.508983,3.655405,1.540585
Thailand,2012,0.231746,0.54113,0.164607,3.318707,0.791562,3.096663,0.87242
Timor,2012,0.202665,0.501983,0.108275,3.221363,0.623697,3.143785,0.817857
Togo,2012,0.163673,0.628451,0.103405,2.901866,0.466879,3.653918,0.96833
Tonga,2012,0.235296,0.462208,0.122967,3.289773,0.754537,2.916819,1.12927
Trinidad and Tobago,2012,0.176819,0.897829,0.381699,4.627588,0.723219,3.346171,1.736457
Tropical Latin America,2012,0.20461,1.105475,0.265994,6.340568,1.025484,3.39518,2.696908
Tunisia,2012,0.197489,0.837398,0.194311,5.058981,1.652243,3.906417,0.652763
Turkey,2012,0.219624,0.847524,0.285602,3.905319,1.491982,3.750356,0.77384
Turkmenistan,2012,0.192384,0.665373,0.178959,2.556843,0.513645,2.822861,2.840319
Uganda,2012,0.158648,0.607709,0.113393,3.489902,0.534956,5.110316,1.287679
Ukraine,2012,0.190497,0.686898,0.168717,2.940689,0.677111,4.13143,4.955689
United Arab Emirates,2012,0.212867,0.80248,0.259064,4.206182,3.046003,2.853733,0.766893
United Kingdom,2012,0.253794,1.085202,0.541501,4.664757,1.738032,4.126116,1.917394
United States,2012,0.336852,0.652748,0.531514,6.682107,3.05234,4.765481,2.001951
United States Virgin Islands,2012,0.219325,0.93611,0.50098,4.72601,0.80841,2.923844,2.217306
Uruguay,2012,0.197511,0.779206,0.374344,6.296651,0.948192,3.542724,1.15865
Uzbekistan,2012,0.185631,0.667332,0.141424,2.550658,0.47139,2.884506,1.971242
Vanuatu,2012,0.214907,0.426853,0.104608,3.214644,0.677569,3.147529,1.207519
Venezuela,2012,0.205259,0.778014,0.28096,2.861944,0.617297,2.806173,1.369731
Vietnam,2012,0.24023,0.549977,0.117147,2.034898,0.669358,2.888482,1.716126
Wales,2012,0.251427,0.937945,0.494554,4.772981,1.577196,4.036277,1.657262
Western Europe,2012,0.260337,0.943659,0.57145,5.718654,1.168979,3.933954,1.423862
Western Sub-Saharan Africa,2012,0.173572,0.635332,0.13477,2.897159,0.476464,3.818607,0.965512
World,2012,0.254757,0.593757,0.202116,3.787528,0.916861,3.441271,1.432944
Yemen,2012,0.173148,0.735202,0.139705,4.846084,1.369264,4.020546,0.63696
Zambia,2012,0.163635,0.60424,0.132962,3.568768,0.498005,3.512903,1.631641
Zimbabwe,2012,0.155465,0.607495,0.116789,3.08721,0.763839,3.118072,1.515493
