entity,year,schizophrenia,bipolar_disorder,eating_disorder,anxiety_disorder,substance_use_disorder,depression,alcohol_use_disorder
Germany,2007,0.252067,0.777668,0.505554,6.542042,0.884383,3.931454,2.004104
Ghana,2007,0.170802,0.637533,0.127886,2.905144,0.588305,3.388954,0.986165
Greece,2007,0.253757,0.944629,0.570741,5.787222,0.499858,4.367724,1.100345
Greenland,2007,0.317974,0.59206,0.508062,5.678144,1.827291,6.458273,3.50234
Grenada,2007,0.197781,0.891771,0.271254,4.54693,0.772739,2.801358,1.677781
Guam,2007,0.261225,0.479233,0.247085,3.322979,0.795336,3.479344,1.23426
Guatemala,2007,0.190724,0.737838,0.219789,2.882478,0.690712,3.438977,2.755606
Guinea,2007,0.164985,0.627667,0.106842,2.894023,0.433099,3.535666,0.928362
Guinea-Bissau,2007,0.161964,0.612167,0.108037,2.907684,0.464377,3.640708,0.983407
Guyana,2007,0.183044,0.839702,0.209115,4.497048,0.714952,4.197154,2.038168
Haiti,2007,0.171097,0.798353,0.157857,4.48867,0.61248,2.961196,1.657964
High SDI,2007,0.292595,0.75316,0.482628,5.339133,1.663793,3.865047,1.570007
High-income,2007,0.288666,0.793583,0.520432,5.690852,1.719308,4.045763,1.576267
High-income Asia Pacific,2007,0.284362,0.653724,0.432852,3.587248,0.866552,3.029113,1.024415
High-middle SDI,2007,0.266953,0.566108,0.185653,3.810106,1.051977,3.626371,1.943095
Honduras,2007,0.187164,0.745238,0.188212,2.841237,0.682868,2.720641,1.762798
Hungary,2007,0.203272,0.700956,0.220837,3.459852,0.701396,2.813205,2.243461
Iceland,2007,0.257045,0.96385,0.531919,5.269495,0.696441,3.382677,1.198786
India,2007,0.262923,0.554041,0.128591,3.303176,0.500222,3.826047,1.386798
Indonesia,2007,0.2229,0.538915,0.125266,3.269533,0.5548,2.625918,0.601993
Iran,2007,0.200395,0.814309,0.216025,6.980793,2.130788,4.909821,0.623763
Iraq,2007,0.186292,0.663721,0.179811,4.689106,1.729611,3.683579,0.650013
Ireland,2007,0.32157,0.802076,0.5098,5.755383,1.102057,4.359767,2.004678
Israel,2007,0.261523,0.922312,0.432092,3.038157,0.688567,4.135361,0.533317
Italy,2007,0.236735,0.945095,0.631239,5.470304,1.437316,3.409353,0.457413
Jamaica,2007,0.198374,0.924784,0.254005,4.56306,0.942718,2.561822,1.3989
Japan,2007,0.294921,0.687128,0.455299,3.514866,0.859708,3.094048,0.562141
Jordan,2007,0.192036,0.809995,0.174414,4.921356,1.42982,3.644577,0.640318
Kazakhstan,2007,0.193663,0.664165,0.192814,2.598117,0.651358,3.550027,3.402343
Kenya,2007,0.168684,0.639997,0.123635,3.612191,0.466784,3.642446,1.276539
Kiribati,2007,0.208465,0.423611,0.093144,3.267767,0.706558,3.190781,1.029611
Kuwait,2007,0.214395,0.856458,0.323515,4.779988,1.482622,3.553385,0.677825
Kyrgyzstan,2007,0.179652,0.661741,0.116857,2.552844,0.533462,3.103477,3.023855
Laos,2007,0.206645,0.529178,0.103945,4.168149,0.66517,2.874339,0.922546
Latin America and Caribbean,2007,0.202453,0.930066,0.266744,4.602559,0.854645,3.211396,2.096133
Latvia,2007,0.195713,0.694701,0.201259,2.942824,1.00502,3.549109,4.432855
Lebanon,2007,0.196559,0.990694,0.205001,5.988533,1.9659,3.83102,0.645939
Lesotho,2007,0.158141,0.60425,0.123302,3.469242,0.729371,5.534674,1.66376
Liberia,2007,0.159223,0.62853,0.084403,2.867319,0.501109,3.773701,0.937292
Libya,2007,0.198582,0.803741,0.238605,4.954272,2.367245,3.781691,0.683899
Lithuania,2007,0.1953,0.69468,0.20104,2.917164,0.578026,4.258544,4.445614
Low SDI,2007,0.212706,0.589552,0.105025,3.518942,0.55057,3.75217,1.336053
Low-middle SDI,2007,0.231181,0.604239,0.137475,3.629081,0.700001,3.813357,1.362531
Luxembourg,2007,0.262885,0.93468,0.717305,5.329942,0.969537,3.683434,1.391301
Macedonia,2007,0.199535,0.708402,0.164984,3.391662,0.47181,2.352796,1.823167
Madagascar,2007,0.163267,0.630146,0.102884,3.5448,0.489055,3.706131,1.495717
Malawi,2007,0.15246,0.601349,0.094405,3.586549,0.496268,3.365967,1.612504
Malaysia,2007,0.246679,0.577105,0.181507,4.483642,0.653429,3.404257,0.644944
Maldives,2007,0.234659,0.560551,0.150309,3.261423,0.623772,3.294376,0.761604
Mali,2007,0.165984,0.62617,0.110265,2.879373,0.423744,2.929026,0.889185
Malta,2007,0.256091,0.961944,0.476736,5.320941,0.858803,3.36346,1.074834
Marshall Islands,2007,0.216893,0.428265,0.107268,3.223899,0.7624,3.121631,1.207799
Mauritania,2007,0.176429,0.658245,0.132032,2.912927,0.480963,3.018331,0.909461
Mauritius,2007,0.236729,0.563148,0.164167,3.315194,0.683573,3.592954,1.237363
Mexico,2007,0.209685,0.813703,0.306978,3.198349,0.789061,2.785756,1.703158
Micronesia (country),2007,0.218876,0.436388,0.107317,3.249852,0.764111,3.149771,1.150779
Middle SDI,2007,0.259354,0.53202,0.154678,3.378035,0.823418,3.244631,1.247872
Moldova,2007,0.180091,0.676667,0.124775,2.875333,0.614838,3.458625,3.798384
Mongolia,2007,0.184523,0.650712,0.147004,2.508733,0.503421,3.560469,3.230184
Montenegro,2007,0.200628,0.710495,0.175704,3.427822,0.639327,2.587538,1.806875
Morocco,2007,0.184043,0.777954,0.156956,4.980405,1.48056,5.719489,0.564882
Mozambique,2007,0.152756,0.606583,0.090975,3.61092,0.508376,3.870559,1.6668
Myanmar,2007,0.202338,0.505628,0.096383,3.275862,0.566608,2.248896,0.856
Namibia,2007,0.173612,0.627863,0.178456,3.48183,0.736823,3.424845,1.700077
Nepal,2007,0.245023,0.578895,0.111947,3.8086,0.488712,3.712909,1.421332
Netherlands,2007,0.375087,0.947287,0.420038,6.512145,0.932323,4.042501,0.721191
New Zealand,2007,0.340806,1.202705,0.65438,8.801108,2.123782,4.079556,1.548077
Nicaragua,2007,0.197037,0.794426,0.189027,2.897271,0.569239,2.886838,2.075246
Niger,2007,0.161983,0.629852,0.090205,2.8839,0.439212,3.438705,0.900973
Nigeria,2007,0.176803,0.638601,0.137163,2.861186,0.44616,4.114757,0.921352
North Africa and Middle East,2007,0.193916,0.789552,0.195699,4.94664,1.602306,3.982045,0.651336
North America,2007,0.337546,0.65998,0.526861,6.695302,2.919618,4.705089,1.999785
North Korea,2007,0.2341,0.325849,0.090865,3.266929,0.870393,3.143275,1.314718
Northern Ireland,2007,0.258239,1.141401,0.512319,8.120254,1.287497,4.348938,1.123295
Northern Mariana Islands,2007,0.26217,0.488683,0.221123,3.319724,0.763747,3.083308,1.467026
Norway,2007,0.211819,0.859067,0.561894,7.638833,0.973206,3.63695,1.428354
Oceania,2007,0.211905,0.419919,0.104379,3.195491,0.720186,3.169781,1.169542
Oman,2007,0.201002,0.789729,0.259943,4.710556,1.395491,3.48457,0.663273
Pakistan,2007,0.255591,0.570272,0.13943,3.785645,0.671216,3.431446,1.465978
Palestine,2007,0.186729,0.820439,0.13294,4.963569,1.423409,4.926207,0.636511
Panama,2007,0.207879,0.805322,0.268026,2.866016,0.710239,2.669106,1.358762
Papua New Guinea,2007,0.204996,0.410106,0.095861,3.177384,0.715284,3.176451,1.192317
Paraguay,2007,0.198872,1.069275,0.21382,5.981728,0.524274,2.902453,2.266258
Peru,2007,0.199444,0.887502,0.338857,4.249522,0.591856,2.28794,1.500536
Philippines,2007,0.217723,0.531045,0.118467,3.240171,0.621566,2.714691,0.885359
Poland,2007,0.203086,0.707248,0.200728,3.453276,0.832296,2.276089,1.98779
Portugal,2007,0.248874,0.921734,0.491157,5.358942,0.690426,4.803936,1.296047
Puerto Rico,2007,0.212668,0.94184,0.412885,4.704561,1.21474,2.747134,1.79294
Qatar,2007,0.214384,0.824804,0.319637,4.427889,1.672419,3.591513,0.717358
Romania,2007,0.196782,0.748741,0.172569,3.232588,0.446362,2.339504,1.764712
Russia,2007,0.191439,0.672938,0.20435,2.947266,1.031413,3.74943,5.215338
Rwanda,2007,0.158538,0.619946,0.098759,3.661571,0.565763,3.972632,2.32852
Saint Lucia,2007,0.198805,0.903348,0.274653,4.598546,0.912258,2.820629,1.875575
Saint Vincent and the Grenadines,2007,0.194808,0.877848,0.25748,4.516559,0.8031,2.830489,2.164076
Samoa,2007,0.233763,0.460114,0.121495,3.248421,0.85035,3.079824,1.08289
Sao Tome and Principe,2007,0.175839,0.660234,0.123203,2.914875,0.464412,3.122334,0.988788
Saudi Arabia,2007,0.20276,0.812597,0.262649,4.737195,1.449512,3.484148,0.6613
Scotland,2007,0.230318,0.942342,0.461975,4.731505,1.89692,4.10862,2.939093
Senegal,2007,0.171567,0.645883,0.119306,2.892702,0.464461,3.276632,0.907652
Serbia,2007,0.196811,0.694795,0.168795,3.402799,0.461531,2.631312,1.990449
Seychelles,2007,0.242506,0.566732,0.1816,3.326957,0.78581,2.920204,0.854161
Sierra Leone,2007,0.1629,0.622953,0.099503,2.884537,0.473088,3.587513,0.920055
Singapore,2007,0.27266,0.731087,0.483169,3.696331,0.895746,3.450938,0.4695
Slovakia,2007,0.204874,0.709462,0.207329,3.448773,0.709342,2.453485,2.368683
Slovenia,2007,0.210521,0.723719,0.228352,3.462663,0.899339,3.067843,2.213872
Solomon Islands,2007,0.207962,0.426717,0.087172,3.190848,0.680511,3.16895,1.1189
Somalia,2007,0.153051,0.61683,0.076728,3.523522,0.483339,3.778749,1.535803
South Africa,2007,0.179562,0.632909,0.205882,4.05558,1.074658,3.744696,1.600888
South Asia,2007,0.260937,0.558898,0.128297,3.444934,0.51664,3.826991,1.398061
South Korea,2007,0.261911,0.568978,0.379405,3.76127,0.876827,2.899276,2.122762
South Sudan,2007,0.168059,0.623016,0.1324,3.487349,0.489355,3.666767,1.545908
Southeast Asia,2007,0.223966,0.538299,0.124193,3.147172,0.622827,2.79355,0.873742
"Southeast Asia, East Asia, and Oceania",2007,0.296892,0.381946,0.123101,3.158526,0.913455,3.229495,1.108663
Southern Latin America,2007,0.19756,0.775408,0.367606,6.264511,0.994005,3.781517,2.173819
Southern Sub-Saharan Africa,2007,0.175467,0.62782,0.188756,3.8476,0.982516,3.687276,1.594822
Spain,2007,0.280272,0.977331,0.69088,5.161165,1.422732,3.386968,0.863536
Sri Lanka,2007,0.230315,0.565825,0.132116,3.347457,0.667923,3.499119,1.053477
Sub-Saharan Africa,2007,0.166054,0.62592,0.120084,3.284684,0.53586,3.836739,1.288799
Sudan,2007,0.172616,0.741775,0.12809,4.85474,1.25098,3.787125,0.638691
Suriname,2007,0.184317,0.863625,0.274969,4.523746,0.689158,3.981307,1.759897
Swaziland,2007,0.170421,0.605851,0.180867,3.475921,0.767889,3.968906,1.7314
Sweden,2007,0.279868,1.061957,0.532454,5.320122,0.62928,4.55514,1.75626
Switzerland,2007,0.261012,0.952273,0.557832,5.361002,1.102168,3.852081,1.41197
Syria,2007,0.188642,0.806878,0.154168,4.93673,1.340486,3.546427,0.602134
Taiwan,2007,0.254683,0.352384,0.221842,3.446872,0.851826,3.015172,1.907392
Tajikistan,2007,0.178615,0.662446,0.104119,2.508154,0.440932,2.552201,2.235203
Tanzania,2007,0.161239,0.620892,0.11337,3.573912,0.506513,3.673834,1.524189
Thailand,2007,0.229008,0.540496,0.154636,3.313176,0.873104,3.120784,0.875481
Timor,2007,0.198062,0.500532,0.096897,3.210443,0.607403,3.170289,0.792981
Togo,2007,0.163374,0.627485,0.103442,2.901109,0.457972,3.651043,0.963754
Tonga,2007,0.234712,0.461798,0.121542,3.27967,0.743832,2.91904,1.101812
Trinidad and Tobago,2007,0.174984,0.895103,0.352414,4.614726,0.716839,3.333834,1.689327
Tropical Latin America,2007,0.203241,1.102632,0.252949,6.384663,0.984603,3.869441,2.685715
Tunisia,2007,0.196608,0.835042,0.185194,5.040045,1.53306,3.918449,0.641788
Turkey,2007,0.218159,0.843336,0.265131,3.908689,1.356062,3.846446,0.750485
Turkmenistan,2007,0.1884,0.663067,0.158366,2.556381,0.493849,2.857855,2.787052
Uganda,2007,0.156629,0.605487,0.106296,3.467935,0.533773,5.34141,1.292234
Ukraine,2007,0.188245,0.685651,0.156978,2.925917,0.655792,4.316905,4.947065
United Arab Emirates,2007,0.212188,0.8053,0.28118,4.258107,2.823918,2.925635,0.761583
United Kingdom,2007,0.252363,1.084237,0.528684,4.648012,1.756063,4.094588,1.806324
United States,2007,0.340069,0.653896,0.533067,6.875454,2.989141,4.786623,2.045624
United States Virgin Islands,2007,0.218362,0.936349,0.486541,4.730581,0.817431,2.903689,2.211092
Uruguay,2007,0.196403,0.776908,0.348731,6.274476,0.934328,3.494911,1.059836
Uzbekistan,2007,0.183641,0.665441,0.130128,2.545016,0.454752,2.906118,2.152756
Vanuatu,2007,0.213544,0.425939,0.102022,3.200598,0.675745,3.141492,1.187903
Venezuela,2007,0.202907,0.773124,0.268341,2.846183,0.608181,2.794814,1.332553
Vietnam,2007,0.236773,0.547716,0.107265,2.024573,0.655125,2.91297,1.60935
Wales,2007,0.250892,0.937297,0.489763,4.768134,1.623885,4.066973,1.616499
Western Europe,2007,0.260435,0.941749,0.559095,5.694132,1.182918,3.911034,1.38803
Western Sub-Saharan Africa,2007,0.171627,0.633518,0.125577,2.875697,0.469623,3.779727,0.942865
World,2007,0.254239,0.589987,0.192643,3.802539,0.907976,3.499569,1.455841
Yemen,2007,0.173181,0.734593,0.136381,4.835215,1.263182,4.014557,0.630894
Zambia,2007,0.160608,0.60261,0.122434,3.556244,0.497684,3.514192,1.628455
Zimbabwe,2007,0.157715,0.60659,0.123463,3.084816,0.729464,3.104822,1.492068
