entity,year,schizophrenia,bipolar_disorder,eating_disorder,anxiety_disorder,substance_use_disorder,depression,alcohol_use_disorder
Mexico,2011,0.210574,0.816421,0.309135,3.17583,0.782066,2.759083,1.724857
Micronesia (country),2011,0.219154,0.437158,0.108538,3.256951,0.768996,3.155554,1.171809
Middle SDI,2011,0.259769,0.538597,0.165905,3.363499,0.817307,3.19223,1.250901
Moldova,2011,0.181856,0.678608,0.132908,2.883008,0.631971,3.437947,4.004563
Mongolia,2011,0.186941,0.652681,0.159947,2.519978,0.523059,3.576211,3.464448
Montenegro,2011,0.201728,0.711527,0.185741,3.430556,0.621542,2.584255,1.851547
Morocco,2011,0.184731,0.77946,0.164069,4.982795,1.573678,5.679566,0.572186
Mozambique,2011,0.154326,0.608513,0.095747,3.625862,0.513848,3.876339,1.681831
Myanmar,2011,0.207443,0.507792,0.108347,3.294603,0.565363,2.255905,0.867275
Namibia,2011,0.174871,0.629254,0.187119,3.486641,0.763104,3.380567,1.703349
Nepal,2011,0.244832,0.580965,0.117517,3.835695,0.492166,3.739861,1.500172
Netherlands,2011,0.373791,0.947386,0.455361,6.526662,0.930554,4.035657,0.726827
New Zealand,2011,0.341082,1.206429,0.661753,8.534747,2.035388,3.980139,1.83697
Nicaragua,2011,0.198147,0.797187,0.192938,2.906708,0.569934,2.863188,2.079141
Niger,2011,0.162394,0.629716,0.090867,2.879677,0.446995,3.438268,0.90794
Nigeria,2011,0.179668,0.641068,0.151149,2.902002,0.450991,4.218821,0.958569
North Africa and Middle East,2011,0.194872,0.790341,0.205312,4.984281,1.698143,3.949021,0.65881
North America,2011,0.334908,0.659115,0.527315,6.541696,2.92761,4.679545,1.959075
North Korea,2011,0.234058,0.326072,0.090273,3.252542,0.891676,3.118758,1.341584
Northern Ireland,2011,0.262766,1.141775,0.518879,8.100132,1.273564,4.314688,1.140369
Northern Mariana Islands,2011,0.260703,0.488177,0.208682,3.302984,0.781651,3.101478,1.456864
Norway,2011,0.211302,0.856661,0.570241,7.615422,0.894844,3.589313,1.431651
Oceania,2011,0.212496,0.419593,0.105431,3.202956,0.726877,3.184475,1.186138
Oman,2011,0.2026,0.788051,0.259723,4.595566,1.602081,3.415788,0.686234
Pakistan,2011,0.256381,0.572871,0.146681,3.809047,0.68304,3.305698,1.50314
Palestine,2011,0.18697,0.822326,0.135163,4.97049,1.506212,4.855117,0.646547
Panama,2011,0.209602,0.808039,0.283714,2.876395,0.710918,2.654982,1.404515
Papua New Guinea,2011,0.206284,0.410513,0.098034,3.185383,0.723189,3.191795,1.205083
Paraguay,2011,0.199914,1.072857,0.223115,6.000894,0.532834,2.929236,2.314594
Peru,2011,0.201273,0.889585,0.358148,4.257831,0.591347,2.262397,1.460475
Philippines,2011,0.21941,0.532257,0.123404,3.251359,0.631187,2.728667,0.889901
Poland,2011,0.205038,0.709695,0.213375,3.462333,0.811592,2.280113,2.017483
Portugal,2011,0.248717,0.923906,0.503632,5.372365,0.671262,4.7539,1.294469
Puerto Rico,2011,0.212459,0.94181,0.413561,4.684156,1.063787,2.725602,1.740142
Qatar,2011,0.215355,0.820671,0.313587,4.336499,1.919078,3.49216,0.734531
Romania,2011,0.198702,0.750042,0.186349,3.235325,0.448903,2.331149,1.719628
Russia,2011,0.196308,0.674184,0.219161,2.950615,1.0291,3.692264,5.347994
Rwanda,2011,0.160746,0.622261,0.104721,3.670075,0.597789,3.837336,2.345502
Saint Lucia,2011,0.199673,0.904442,0.280449,4.597998,0.91215,2.830677,1.888845
Saint Vincent and the Grenadines,2011,0.195866,0.879106,0.266595,4.518561,0.795931,2.849594,2.172762
Samoa,2011,0.23487,0.460431,0.12444,3.25564,0.862063,3.063641,1.107893
Sao Tome and Principe,2011,0.176983,0.66209,0.126443,2.916018,0.471954,3.101682,1.005077
Saudi Arabia,2011,0.204214,0.815434,0.273674,4.745129,1.598251,3.480888,0.675617
Scotland,2011,0.23772,0.942581,0.469512,4.739008,1.90981,4.142983,3.347887
Senegal,2011,0.172013,0.646312,0.120983,2.889813,0.465211,3.281263,0.918927
Serbia,2011,0.198333,0.696539,0.17836,3.406993,0.45417,2.596686,2.027911
Seychelles,2011,0.243683,0.566026,0.184324,3.313253,0.780704,2.894561,0.861206
Sierra Leone,2011,0.16368,0.623148,0.102732,2.877319,0.477267,3.587027,0.931924
Singapore,2011,0.272712,0.731969,0.51479,3.71891,0.90722,3.41716,0.472637
Slovakia,2011,0.206823,0.710717,0.221885,3.451334,0.69836,2.423223,2.423856
Slovenia,2011,0.211505,0.724367,0.235433,3.458471,0.912003,2.940982,2.217706
Solomon Islands,2011,0.208774,0.426976,0.089354,3.202625,0.684438,3.178369,1.136135
Somalia,2011,0.153579,0.618491,0.077832,3.535175,0.489011,3.768783,1.546903
South Africa,2011,0.180965,0.63543,0.211382,3.99337,1.028783,3.699571,1.658581
South Asia,2011,0.261542,0.560214,0.138237,3.435682,0.52167,3.569142,1.241462
South Korea,2011,0.262498,0.570306,0.396881,3.808353,0.893241,3.014011,2.043666
South Sudan,2011,0.168639,0.624213,0.134744,3.506761,0.494371,3.670319,1.555236
Southeast Asia,2011,0.226469,0.539135,0.131478,3.154217,0.623049,2.783757,0.907723
"Southeast Asia, East Asia, and Oceania",2011,0.299215,0.384723,0.134697,3.125635,0.910198,3.236847,1.152721
Southern Latin America,2011,0.198224,0.776361,0.38472,6.271413,1.021525,3.747568,1.975385
Southern Sub-Saharan Africa,2011,0.176253,0.629812,0.192009,3.798711,0.957232,3.650125,1.639172
Spain,2011,0.280047,0.976612,0.723788,5.272378,1.412485,3.46059,0.903373
Sri Lanka,2011,0.232732,0.567048,0.141359,3.359212,0.663985,3.461686,1.006076
Sub-Saharan Africa,2011,0.167558,0.627426,0.125424,3.28936,0.534495,3.82805,1.317089
Sudan,2011,0.174054,0.744296,0.136002,4.874416,1.341314,3.78556,0.645619
Suriname,2011,0.185616,0.865887,0.290762,4.54052,0.682244,4.029737,1.771161
Swaziland,2011,0.17106,0.606558,0.18459,3.475036,0.796066,4.009237,1.739129
Sweden,2011,0.278128,1.059432,0.546754,5.305528,0.626063,4.548765,1.850604
Switzerland,2011,0.261199,0.951758,0.567972,5.353578,1.021057,3.769659,1.383849
Syria,2011,0.189821,0.807937,0.162079,4.939091,1.454372,3.51671,0.621578
Taiwan,2011,0.258062,0.352493,0.229505,3.444428,0.879166,3.030542,1.980695
Tajikistan,2011,0.180081,0.664117,0.110279,2.513985,0.456644,2.537635,2.261661
Tanzania,2011,0.162985,0.623369,0.11935,3.591413,0.5072,3.653005,1.53867
Thailand,2011,0.231224,0.540908,0.162663,3.317575,0.789643,3.09972,0.868795
Timor,2011,0.202176,0.501772,0.107436,3.219337,0.620989,3.145859,0.815572
Togo,2011,0.16358,0.628335,0.103011,2.901165,0.463777,3.654932,0.96858
Tonga,2011,0.235198,0.46213,0.122582,3.288554,0.752465,2.915981,1.126622
Trinidad and Tobago,2011,0.176622,0.897641,0.378484,4.626898,0.721692,3.348171,1.735504
Tropical Latin America,2011,0.204443,1.105236,0.263742,6.367228,1.021723,3.435482,2.698248
Tunisia,2011,0.197361,0.837061,0.192616,5.056063,1.638566,3.906963,0.652421
Turkey,2011,0.219329,0.846958,0.28175,3.902846,1.47895,3.760554,0.772363
Turkmenistan,2011,0.191546,0.664858,0.174792,2.556098,0.511665,2.824549,2.864038
Uganda,2011,0.158334,0.607245,0.112084,3.484571,0.534543,5.14784,1.286243
Ukraine,2011,0.190299,0.686725,0.167427,2.940045,0.670634,4.148908,4.977232
United Arab Emirates,2011,0.213037,0.801993,0.25959,4.202652,3.055161,2.857147,0.76795
United Kingdom,2011,0.252932,1.085113,0.540522,4.666826,1.748545,4.12623,1.913856
United States,2011,0.33719,0.653008,0.533199,6.693384,3.007049,4.762322,1.999569
United States Virgin Islands,2011,0.219485,0.936325,0.502178,4.72759,0.808045,2.922431,2.215357
Uruguay,2011,0.197312,0.778796,0.368551,6.292558,0.950217,3.531081,1.149932
Uzbekistan,2011,0.185196,0.666983,0.139249,2.549241,0.469431,2.884706,1.99048
Vanuatu,2011,0.214829,0.426717,0.104646,3.213566,0.674456,3.148395,1.205468
Venezuela,2011,0.205073,0.777476,0.280148,2.860414,0.614155,2.803582,1.368464
Vietnam,2011,0.239504,0.549497,0.115109,2.031183,0.666203,2.89142,1.708863
Wales,2011,0.251378,0.937842,0.493484,4.773548,1.578331,4.035462,1.651917
Western Europe,2011,0.260317,0.943594,0.570083,5.720597,1.173328,3.935022,1.427224
Western Sub-Saharan Africa,2011,0.173259,0.634971,0.133096,2.894652,0.47482,3.823984,0.964354
World,2011,0.254794,0.59301,0.200379,3.791093,0.91385,3.442548,1.438439
Yemen,2011,0.17327,0.735093,0.140421,4.843958,1.356248,4.020309,0.636901
Zambia,2011,0.163169,0.603947,0.13065,3.565105,0.497116,3.500889,1.631204
Zimbabwe,2011,0.155354,0.607124,0.116226,3.085099,0.760148,3.109526,1.515236
