entity,year,schizophrenia,bipolar_disorder,eating_disorder,anxiety_disorder,substance_use_disorder,depression,alcohol_use_disorder
Seychelles,2015,0.24609,0.565917,0.192355,3.304572,0.785783,2.885492,0.858818
Sierra Leone,2015,0.164737,0.623994,0.106721,2.877733,0.488935,3.582731,0.935655
Singapore,2015,0.273445,0.731293,0.542395,3.729619,0.912167,3.42572,0.483159
Slovakia,2015,0.207971,0.711868,0.232232,3.447717,0.686567,2.406614,2.47214
Slovenia,2015,0.211816,0.725026,0.238706,3.45308,0.909888,2.879148,2.233922
Solomon Islands,2015,0.209786,0.427419,0.092245,3.210614,0.695597,3.16522,1.136766
Somalia,2015,0.153839,0.619808,0.078854,3.555038,0.494599,3.777474,1.54366
South Africa,2015,0.181686,0.636405,0.214094,3.990262,0.961406,3.717595,1.601342
South Asia,2015,0.259223,0.561491,0.149292,3.447882,0.533039,3.559067,1.207925
South Korea,2015,0.263347,0.56988,0.411541,3.796132,0.907754,3.112223,2.022414
South Sudan,2015,0.168795,0.62526,0.135115,3.535399,0.499741,3.686892,1.551948
Southeast Asia,2015,0.229631,0.540419,0.140474,3.160389,0.635077,2.794906,0.915211
"Southeast Asia, East Asia, and Oceania",2015,0.302148,0.387795,0.147361,3.082865,0.939551,3.205293,1.155089
Southern Latin America,2015,0.198767,0.777711,0.399998,6.278151,1.051341,3.760312,1.965119
Southern Sub-Saharan Africa,2015,0.177084,0.631122,0.194947,3.795469,0.910375,3.666982,1.593894
Spain,2015,0.280801,0.976793,0.733379,5.278341,1.446569,3.506859,0.895117
Sri Lanka,2015,0.236051,0.568386,0.152628,3.366906,0.664022,3.446117,0.967582
Sub-Saharan Africa,2015,0.16882,0.628854,0.131156,3.300578,0.534563,3.799032,1.314148
Sudan,2015,0.175417,0.746423,0.143413,4.890963,1.392091,3.782896,0.646411
Suriname,2015,0.186524,0.868296,0.303178,4.558144,0.691755,4.00594,1.766553
Swaziland,2015,0.172153,0.607751,0.187961,3.479957,0.792187,4.047374,1.721156
Sweden,2015,0.2736,1.058289,0.564692,5.297058,0.683427,4.513444,1.721177
Switzerland,2015,0.26192,0.952894,0.572819,5.355516,1.00538,3.721917,1.378581
Syria,2015,0.189505,0.80928,0.162179,4.963043,1.49708,3.547811,0.622425
Taiwan,2015,0.26129,0.352366,0.236865,3.445642,0.911341,3.024469,2.047974
Tajikistan,2015,0.181397,0.665572,0.115779,2.520781,0.465956,2.54976,2.218595
Tanzania,2015,0.164463,0.625171,0.125833,3.618708,0.514163,3.670488,1.546778
Thailand,2015,0.233556,0.542135,0.169914,3.324273,0.81183,3.085864,0.892095
Timor,2015,0.20382,0.502556,0.110612,3.228908,0.62952,3.139772,0.822557
Togo,2015,0.164137,0.629,0.105883,2.90618,0.478484,3.655251,0.966935
Tonga,2015,0.235639,0.462478,0.124463,3.294251,0.759888,2.91798,1.135172
Trinidad and Tobago,2015,0.177349,0.89823,0.38821,4.629014,0.7282,3.337388,1.731302
Tropical Latin America,2015,0.205124,1.105847,0.272107,6.198647,1.037883,3.309015,2.687042
Tunisia,2015,0.197875,0.83831,0.198399,5.067419,1.689315,3.910004,0.652983
Turkey,2015,0.220578,0.848601,0.298953,3.910515,1.523937,3.725807,0.77714
Turkmenistan,2015,0.195236,0.667174,0.1918,2.561598,0.517933,2.818218,2.667951
Uganda,2015,0.159609,0.609275,0.117042,3.510482,0.539442,4.996004,1.292387
Ukraine,2015,0.190897,0.687257,0.171895,2.941461,0.696882,4.090187,4.826954
United Arab Emirates,2015,0.211855,0.804646,0.259418,4.235686,2.985105,2.859825,0.760746
United Kingdom,2015,0.25837,1.08595,0.543274,4.656279,1.698364,4.124435,1.914363
United States,2015,0.335243,0.65189,0.522109,6.650662,3.262674,4.795954,2.018738
United States Virgin Islands,2015,0.218187,0.93537,0.489832,4.721352,0.809822,2.926239,2.22539
Uruguay,2015,0.198323,0.780699,0.392488,6.30936,0.935037,3.585183,1.182338
Uzbekistan,2015,0.187231,0.668437,0.148898,2.55619,0.477995,2.884098,1.915468
Vanuatu,2015,0.214951,0.427226,0.105741,3.217235,0.687397,3.135285,1.212548
Venezuela,2015,0.205603,0.779347,0.282251,2.865676,0.633015,2.811889,1.3715
Vietnam,2015,0.242783,0.551548,0.123609,2.051937,0.682933,2.88175,1.733233
Wales,2015,0.251561,0.938674,0.497448,4.7739,1.568814,4.047331,1.670958
Western Europe,2015,0.260566,0.943262,0.57521,5.71185,1.151362,3.929767,1.39793
Western Sub-Saharan Africa,2015,0.174616,0.636682,0.139784,2.904311,0.482921,3.76285,0.968057
World,2015,0.254459,0.596222,0.207672,3.774285,0.929892,3.439238,1.413051
Yemen,2015,0.172435,0.735503,0.136973,4.852522,1.401506,4.017056,0.636171
Zambia,2015,0.165027,0.605266,0.139219,3.584914,0.505984,3.576608,1.632897
Zimbabwe,2015,0.156465,0.609363,0.11947,3.098687,0.771802,3.15571,1.514751
